PLAYER_ID,FIRST_NAME_x,LAST_NAME_x,PLAYER_NAME_x,POSITION_x,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,DRAFT_CLASS,DRAFT_ROUND,DRAFT_NUMBER
1627778,Chinanu,Onuaku,Chinanu Onuaku,C,81,6' 9'',245.2,86.75,7' 2.75'',108.5,9' 0.5'',2016,2,37
1627779,Marcus,Paige,Marcus Paige,PG,72.5,6' 0.5'',163.8,78.25,6' 6.25'',97,8' 1'',2016,2,55
1627780,Gary,Payton II,Gary Payton II,PG,74,6' 2'',183.8,80,6' 8'',99.5,8' 3.5'',2016,-1,-1
1627752,Taurean,Prince,Taurean Prince,SF,78.5,6' 6.5'',220.2,83.5,6' 11.5'',102,8' 6'',2016,1,12
1627753,Zhou,Qi,Zhou Qi,PF-C,85.25,7' 1.25'',218.2,91.75,7' 7.75'',112.5,9' 4.5'',2016,2,43
1627781,Malachi,Richardson,Malachi Richardson,SG-SF,76.75,6' 4.75'',199.6,84,7' 0'',101.5,8' 5.5'',2016,1,22
1627783,Pascal,Siakam,Pascal Siakam,PF,80.25,6' 8.25'',226.6,87.25,7' 3.25'',107.5,8' 11.5'',2016,1,27
1627754,Diamond,Stone,Diamond Stone,C,81,6' 9'',254.4,86.75,7' 2.75'',108.5,9' 0.5'',2016,2,40
1628403,Caleb,Swanigan,Caleb Swanigan,PF,79.5,6' 7.5'',246.6,87.5,7' 3.5'',107,8' 11'',2016,-1,-1
1628453,Melo,Trimble,Melo Trimble,PG,73.25,6' 1.25'',191.8,74,6' 2'',92.5,7' 8.5'',2016,-1,-1
1627755,Tyler,Ulis,Tyler Ulis,PG,68.75,5' 8.75'',149.2,74,6' 2'',88.5,7' 4.5'',2016,2,34
1627784,Jarrod,Uthoff,Jarrod Uthoff,PF,80.5,6' 8.5'',214.4,83.5,6' 11.5'',104,8' 8'',2016,-1,-1
1627756,Denzel,Valentine,Denzel Valentine,SG-SF,76,6' 4'',210.4,82.75,6' 10.75'',102,8' 6'',2016,1,14
1627785,Isaiah,Whitehead,Isaiah Whitehead,PG-SG,75.25,6' 3.25'',210,80.75,6' 8.75'',100,8' 4'',2016,2,42
1627786,Troy,Williams,Troy Williams,SF,77.75,6' 5.75'',217.8,80.25,6' 8.25'',102,8' 6'',2016,-1,-1
1627787,Kyle,Wiltjer,Kyle Wiltjer,PF,80.75,6' 8.75'',242.8,84.25,7' 0.25'',102.5,8' 6.5'',2016,-1,-1
1627757,Stephen,Zimmerman,Stephen Zimmerman,C,82.25,6' 10.25'',234,87.25,7' 3.25'',108.5,9' 0.5'',2016,2,41
