PLAYER_ID,FIRST_NAME_x,LAST_NAME_x,PLAYER_NAME_x,POSITION_x,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,DRAFT_CLASS,DRAFT_ROUND,DRAFT_NUMBER
2124,Malik,Allen,Malik Allen,PF-C,80.25,6' 8.25'',271,86.5,7' 2.5'',109,9' 1'',2000,-1,-1
12019,Harold,Arceneaux,Harold Arceneaux,SG-SF,76.5,6' 4.5'',219,80.5,6' 8.5'',103,8' 7'',2000,-1,-1
12020,Lamont,Barnes,Lamont Barnes,PF-C,80.5,6' 8.5'',235.5,87.5,7' 3.5'',108,9' 0'',2000,-1,-1
12131,Mario,Bland,Mario Bland,PF,77.5,6' 5.5'',287,84,7' 0'',103,8' 7'',2000,-1,-1
2056,Primoz,Brezec,Primoz Brezec,C,84.75,7' 0.75'',243,86,7' 2'',110,9' 2'',2000,1,27
2081,Ernest,Brown,Ernest Brown,C,82,6' 10'',222.5,85.25,7' 1.25'',109.5,9' 1.5'',2000,2,52
2049,Speedy,Claxton,Speedy Claxton,PG,70.5,5' 10.5'',166,72,6' 0'',94.5,7' 10.5'',2000,1,20
12132,Eric,Coley,Eric Coley,SG-SF,76,6' 4'',205,83,6' 11'',102,8' 6'',2000,-1,-1
12133,Ed,Cota,Ed Cota,PG,72.25,6' 0.25'',189,76,6' 4'',96.5,8' 0.5'',2000,-1,-1
12134,Schea,Cotton,Schea Cotton,SF,76.25,6' 4.25'',219.5,79,6' 7'',100,8' 4'',2000,-1,-1
2037,Jamal,Crawford,Jamal Crawford,PG-SG,76.5,6' 4.5'',175,82,6' 10'',102.5,8' 6.5'',2000,1,8
12017,Caswell,Cyrus,Caswell Cyrus,PF,79.75,6' 7.75'',220.5,86,7' 2'',107.5,8' 11.5'',2000,-1,-1
2064,Khalid,El-Amin,Khalid El-Amin,PG,69,5' 9'',200,73.5,6' 1.5'',93,7' 9'',2000,2,34
12018,Vassil,Evtimov,Vassil Evtimov,PF,81.75,6' 9.75'',262,82.5,6' 10.5'',106.5,8' 10.5'',2000,-1,-1
2238,Antonis,Fotsis,Antonis Fotsis,SF,81.25,6' 9.25'',219,80.5,6' 8.5'',106,8' 10'',2000,2,47
2109,Eddie,Gill,Eddie Gill,PG,71.75,5' 11.75'',176,76,6' 4'',93,7' 9'',2000,-1,-1
12136,Marcus,Goree,Marcus Goree,SF-PF,79.5,6' 7.5'',239,84.5,7' 0.5'',105.5,8' 9.5'',2000,-1,-1
12137,A.J.,Granger,A.J. Granger,SF,79.5,6' 7.5'',227,81.5,6' 9.5'',103,8' 7'',2000,-1,-1
2062,A.J.,Guyton,A.J. Guyton,PG-SG,72.75,6' 0.75'',175,75.75,6' 3.75'',97.5,8' 1.5'',2000,2,32
2110,Ron,Hale,Ron Hale,SG-SF,79.5,6' 7.5'',202,83,6' 11'',104.5,8' 8.5'',2000,-1,-1
2078,Jason,Hart,Jason Hart,PG,73.75,6' 1.75'',181,78,6' 6'',97.5,8' 1.5'',2000,2,49
2051,Donnell,Harvey,Donnell Harvey,PF,79.25,6' 7.25'',220,84.5,7' 0.5'',105.5,8' 9.5'',2000,1,22
12138,Johnny,Hemsley,Johnny Hemsley,SG-SF,74.75,6' 2.75'',200,80,6' 8'',100.5,8' 4.5'',2000,-1,-1
12139,Michael,Hermon,Michael Hermon,SG-PG,74.75,6' 2.75'',195,78.25,6' 6.25'',98.5,8' 2.5'',2000,-1,-1
2083,Cory,Hightower,Cory Hightower,SG-SF,77.5,6' 5.5'',183,83,6' 11'',101.5,8' 5.5'',2000,2,54
12140,Shaheen,Holloway,Shaheen Holloway,PG,69.5,5' 9.5'',174,70,5' 10'',91,7' 7'',2000,-1,-1
2067,Eddie,House,Eddie House,SG-PG,71.75,5' 11.75'',176.5,75.5,6' 3.5'',95,7' 11'',2000,2,37
2111,Jimmie,Hunter,Jimmie Hunter,SG-PG,75,6' 3'',170,80,6' 8'',100,8' 4'',2000,-1,-1
12141,Jacob,Jaacks,Jacob Jaacks,PF,81.25,6' 9.25'',238,83,6' 11'',105.5,8' 9.5'',2000,-1,-1
2060,Marko,Jaric,Marko Jaric,SG-SF,78.5,6' 6.5'',210,81,6' 9'',104,8' 8'',2000,2,30
12142,Nate,Johnson,Nate Johnson,SF,78.5,6' 6.5'',211.5,80.5,6' 8.5'',104,8' 8'',2000,-1,-1
12143,Kenyon,Jones,Kenyon Jones,PF-C,81,6' 9'',282,85,7' 1'',108,9' 0'',2000,-1,-1
2077,Mark,Karcher,Mark Karcher,SG,76,6' 4'',218,80,6' 8'',102.5,8' 6.5'',2000,2,48
12144,Brandon,Kurtz,Brandon Kurtz,PF-C,81.5,6' 9.5'',257,83.25,6' 11.25'',106.5,8' 10.5'',2000,-1,-1
2061,Dan,Langhi,Dan Langhi,SF,81,6' 9'',197.5,80,6' 8'',104,8' 8'',2000,2,31
2090,Justin,Love,Justin Love,PG-SG,73.5,6' 1.5'',205.5,76.5,6' 4.5'',97.5,8' 1.5'',2000,-1,-1
2058,Mark,Madsen,Mark Madsen,PF,80,6' 8'',236.5,84.5,7' 0.5'',104.5,8' 8.5'',2000,1,29
2082,Dan,McClintock,Dan McClintock,C-PF,83,6' 11'',250,85.5,7' 1.5'',107,8' 11'',2000,2,53
2087,Pete,Mickeal,Pete Mickeal,SG-SF,77,6' 5'',222,81.5,6' 9.5'',103.5,8' 7.5'',2000,2,58
12145,Brian,Montonati,Brian Montonati,PF,80.75,6' 8.75'',215,82.5,6' 10.5'',106,8' 10'',2000,-1,-1
2508,Gabe,Muoneke,Gabe Muoneke,PF-SF,78.25,6' 6.25'',244,84.5,7' 0.5'',105,8' 9'',2000,-1,-1
12146,Ndongo,N'diaye,Ndongo N'diaye,C,83.5,6' 11.5'',208,87.5,7' 3.5'',112.5,9' 4.5'',2000,-1,-1
2059,Eduardo,Najera,Eduardo Najera,PF-SF,78.5,6' 6.5'',234.5,83.5,6' 11.5'',104.5,8' 8.5'',2000,2,38
12147,Matthew,Nielsen,Matthew Nielsen,PF,81,6' 9'',223,82.5,6' 10.5'',106,8' 10'',2000,-1,-1
2084,Chris,Porter,Chris Porter,SF-PF,77.5,6' 5.5'',214,81.5,6' 9.5'',103.5,8' 7.5'',2000,2,55
2068,Lavor,Postell,Lavor Postell,SG,76.5,6' 4.5'',205,80.5,6' 8.5'',101.5,8' 5.5'',2000,2,39
2080,Igor,Rakocevic,Igor Rakocevic,PG,74.5,6' 2.5'',184,77.25,6' 5.25'',100,8' 4'',2000,2,51
12148,Reed,Rawlings,Reed Rawlings,SG-SF,78.25,6' 6.25'',218,81.25,6' 9.25'',104,8' 8'',2000,-1,-1
2072,Michael,Redd,Michael Redd,SG-SF,76.75,6' 4.75'',214,81,6' 9'',102,8' 6'',2000,2,43
12149,Damon,Reed,Damon Reed,PF-C,80.5,6' 8.5'',228,81.5,6' 9.5'',104.5,8' 8.5'',2000,-1,-1
12021,Aubrey,Reese,Aubrey Reese,PG,70.75,5' 10.75'',189,77.5,6' 5.5'',94.5,7' 10.5'',2000,-1,-1
2121,Terrance,Roberson,Terrance Roberson,SF,77.5,6' 5.5'',209,80,6' 8'',103.5,8' 7.5'',2000,-1,-1
12022,Julius Doc,Robinson,Julius Doc Robinson,PG,72,6' 0'',184,75.75,6' 3.75'',95.5,7' 11.5'',2000,-1,-1
12023,Pepe,Sanchez,Pepe Sanchez,PG,75,6' 3'',194,75.5,6' 3.5'',96,8' 0'',2000,-1,-1
12024,Matt,Santangelo,Matt Santangelo,PG,72,6' 0'',177,75,6' 3'',94,7' 10'',2000,-1,-1
2637,Alex,Scales,Alex Scales,SG-PG,74.25,6' 2.25'',184.5,81,6' 9'',97.5,8' 1.5'',2000,-1,-1
12025,Karim,Shabazz,Karim Shabazz,C,83.5,6' 11.5'',224,87,7' 3'',111.5,9' 3.5'',2000,-1,-1
12026,Nick,Sheppard,Nick Sheppard,PF-C,81.5,6' 9.5'',273,83,6' 11'',107.5,8' 11.5'',2000,-1,-1
2065,Mike,Smith,Mike Smith,SF,78.5,6' 6.5'',198,80.5,6' 8.5'',103,8' 7'',2000,2,35
2074,Jabari,Smith,Jabari Smith,PF-C,81.75,6' 9.75'',240.5,86.5,7' 2.5'',109.5,9' 1.5'',2000,2,45
12027,Jarrett,Stephens,Jarrett Stephens,PF,77.25,6' 5.25'',258,81.25,6' 9.25'',103,8' 7'',2000,-1,-1
12028,Bootsy,Thornton,Bootsy Thornton,SG,75.5,6' 3.5'',194.5,78.5,6' 6.5'',101.5,8' 5.5'',2000,-1,-1
12029,Jaquay,Walls,Jaquay Walls,PG,73.25,6' 1.25'',165.5,74.5,6' 2.5'',96.5,8' 0.5'',2000,2,56
12030,Jameel,Watkins,Jameel Watkins,PF-C,81.5,6' 9.5'',244.5,90,7' 6'',110,9' 2'',2000,-1,-1
12033,Adam,Allenspach,Adam Allenspach,C,83.5,6' 11.5'',259,84.5,7' 0.5'',107,8' 11'',2001,-1,-1
2240,Gilbert,Arenas,Gilbert Arenas,SG,74.25,6' 2.25'',199,81.5,6' 9.5'',99.5,8' 3.5'',2001,2,30
2220,Brandon,Armstrong,Brandon Armstrong,SG,75.5,6' 3.5'',188,81.5,6' 9.5'',99.5,8' 3.5'',2001,1,23
2203,Shane,Battier,Shane Battier,SF-PF,80.25,6' 8.25'',229,82.5,6' 10.5'',105,8' 9'',2001,1,6
12034,Cookie,Belcher,Cookie Belcher,SG-PG,75,6' 3'',206,80.5,6' 8.5'',99,8' 3'',2001,-1,-1
2294,Charlie,Bell,Charlie Bell,PG,74.5,6' 2.5'',200,79.5,6' 7.5'',97.5,8' 1.5'',2001,-1,-1
2257,Ruben,Boumtje-Boumtje,Ruben Boumtje-Boumtje,C,83.5,6' 11.5'',245,88,7' 4'',111,9' 3'',2001,2,49
12035,Calvin,Bowman,Calvin Bowman,PF,80.75,6' 8.75'',214,83.5,6' 11.5'',104,8' 8'',2001,-1,-1
2214,Michael,Bradley,Michael Bradley,PF,81.5,6' 9.5'',227,85.5,7' 1.5'',107,8' 11'',2001,1,17
2249,Jamison,Brewer,Jamison Brewer,PG,74.5,6' 2.5'',178,80.75,6' 8.75'',102.5,8' 6.5'',2001,2,40
2198,Kwame,Brown,Kwame Brown,PF-C,82,6' 10'',243,85,7' 1'',108,9' 0'',2001,1,1
12031,SirValiant,Brown,SirValiant Brown,PG,71,5' 11'',176,76,6' 4'',92.5,7' 8.5'',2001,-1,-1
2245,Damone,Brown,Damone Brown,SF,80.25,6' 8.25'',202,83.75,6' 11.75'',104.5,8' 8.5'',2001,2,36
12032,Ryan,Carroll,Ryan Carroll,SF-SG,76,6' 4'',202,80.25,6' 8.25'',99,8' 3'',2001,-1,-1
2199,Tyson,Chandler,Tyson Chandler,SF-PF,83.5,6' 11.5'',224,87,7' 3'',110,9' 2'',2001,1,2
2251,Eric,Chenowith,Eric Chenowith,C,85,7' 1'',264,88,7' 4'',111,9' 3'',2001,2,42
2439,Sam,Clancy,Sam Clancy,PF,78.25,6' 6.25'',242,86.75,7' 2.75'',107,8' 11'',2001,2,44
12036,Gyasi,Cline-Heard,Gyasi Cline-Heard,PF,78.25,6' 6.25'',231,83.5,6' 11.5'',103,8' 7'',2001,-1,-1
2215,Jason,Collins,Jason Collins,PF-C,82.25,6' 10.25'',251,88.5,7' 4.5'',110,9' 2'',2001,1,18
2260,Jarron,Collins,Jarron Collins,C-PF,81.25,6' 9.25'',252,87,7' 3'',104,8' 8'',2001,2,52
2241,Omar,Cook,Omar Cook,PG,71.5,5' 11.5'',189,77.5,6' 5.5'',92,7' 8'',2001,2,31
2201,Eddy,Curry,Eddy Curry,C,82.5,6' 10.5'',301,90.5,7' 6.5'',111,9' 3'',2001,1,4
12037,Tate,Decker,Tate Decker,SF,81.25,6' 9.25'',218,83.75,6' 11.75'',107,8' 11'',2001,-1,-1
2205,DeSagana,Diop,DeSagana Diop,C,82,6' 10'',314,90.5,7' 6.5'',113,9' 5'',2001,1,8
12038,Robb,Dryden,Robb Dryden,C,85,7' 1'',241,86.5,7' 2.5'',110.2,9' 2.25'',2001,-1,-1
12039,Anthony,Evans,Anthony Evans,PF,78,6' 6'',267,83.5,6' 11.5'',101.5,8' 5.5'',2001,-1,-1
2230,Maurice,Evans,Maurice Evans,SG,76.25,6' 4.25'',221,80,6' 8'',101,8' 5'',2001,-1,-1
12150,Benjamin,Eze,Benjamin Eze,C-PF,80.75,6' 8.75'',232,90,7' 6'',109,9' 1'',2001,-1,-1
2386,Kimani,Ffriend,Kimani Ffriend,C-PF,81.5,6' 9.5'',228,82.75,6' 10.75'',108.5,9' 0.5'',2001,-1,-1
2228,Alton,Ford,Alton Ford,PF,80.25,6' 8.25'',271,82.5,6' 10.5'',102.5,8' 6.5'',2001,2,50
2218,Joseph,Forte,Joseph Forte,SG,75.5,6' 3.5'',193,78.5,6' 6.5'',100.5,8' 4.5'',2001,1,21
12151,Jerry,Green,Jerry Green,PG-SG,73.5,6' 1.5'',179,78.25,6' 6.25'',99,8' 3'',2001,-1,-1
12152,Kenny,Gregory,Kenny Gregory,SF,75.5,6' 3.5'',200,83.25,6' 11.25'',101,8' 5'',2001,-1,-1
2204,Eddie,Griffin,Eddie Griffin,PF-SF,81.25,6' 9.25'',222,87,7' 3'',110,9' 2'',2001,1,7
2239,Trenton,Hassell,Trenton Hassell,SG-SF,76.25,6' 4.25'',205,80,6' 8'',99.5,8' 3.5'',2001,2,29
2213,Kirk,Haston,Kirk Haston,PF-SF,80,6' 8'',242,84.25,7' 0.25'',106,8' 10'',2001,1,16
2217,Brendan,Haywood,Brendan Haywood,C,83.75,6' 11.75'',266,90.5,7' 6.5'',113.5,9' 5.5'',2001,1,20
12154,Michael,Hicks,Michael Hicks,SG,76,6' 4'',197,81.25,6' 9.25'',100.5,8' 4.5'',2001,-1,-1
2212,Steven,Hunter,Steven Hunter,C-PF,82.25,6' 10.25'',224,88,7' 4'',108,9' 0'',2001,1,15
12155,Andre,Hutson,Andre Hutson,PF,80.25,6' 8.25'',244,83.75,6' 11.75'',105.5,8' 9.5'',2001,2,51
12156,Nate,James,Nate James,SF,76.75,6' 4.75'',196,82.75,6' 10.75'',103,8' 7'',2001,-1,-1
2210,Richard,Jefferson,Richard Jefferson,SF,79.25,6' 7.25'',223,84,7' 0'',103,8' 7'',2001,1,13
2798,Horace,Jenkins,Horace Jenkins,PG,71.75,5' 11.75'',171,77.25,6' 5.25'',97,8' 1'',2001,-1,-1
12157,Darrell,Johns,Darrell Johns,C,83.25,6' 11.25'',278,89,7' 5'',111.5,9' 3.5'',2001,-1,-1
2256,Ken,Johnson,Ken Johnson,C,82.75,6' 10.75'',227,88,7' 4'',109.5,9' 1.5'',2001,2,48
2207,Joe,Johnson,Joe Johnson,SF-SG,78.75,6' 6.75'',226,81,6' 9'',105,8' 9'',2001,1,10
12158,Darren,Kelly,Darren Kelly,SG-PG,74,6' 2'',178,78.75,6' 6.75'',100,8' 4'',2001,-1,-1
2253,Sean,Lampley,Sean Lampley,SF,77.5,6' 5.5'',213,81.25,6' 9.25'',101,8' 5'',2001,2,44
12159,Zach,Marbury,Zach Marbury,PG-SG,73.25,6' 1.25'',183,75.5,6' 3.5'',96.5,8' 0.5'',2001,-1,-1
12160,Mike,Mardesich,Mike Mardesich,C-PF,82.25,6' 10.25'',247,84.5,7' 0.5'',108.5,9' 0.5'',2001,-1,-1
12161,DeMarcus,Minor,DeMarcus Minor,SG,75.25,6' 3.25'',207,80.25,6' 8.25'',99.5,8' 3.5'',2001,-1,-1
200081,Jamario,Moon,Jamario Moon,SF,78.5,6' 6.5'',185,83.5,6' 11.5'',103,8' 7'',2001,-1,-1
2211,Troy,Murphy,Troy Murphy,PF,81.75,6' 9.75'',230,83,6' 11'',105.5,8' 9.5'',2001,1,14
12162,Troy,Ostler,Troy Ostler,PF-SF,80.75,6' 8.75'',200,85.5,7' 1.5'',106.5,8' 10.5'',2001,-1,-1
40046,Lazaros,Papadopoulos,Lazaros Papadopoulos,C-PF,82.25,6' 10.25'',227,86.5,7' 2.5'',110.5,9' 2.5'',2001,-1,-1
12164,Rashad,Phillips,Rashad Phillips,PG,69,5' 9'',166,73.5,6' 1.5'',92,7' 8'',2001,-1,-1
12165,Demetrius,Porter,Demetrius Porter,PG,70.75,5' 10.75'',178,74.75,6' 2.75'',94,7' 10'',2001,-1,-1
12166,Martin,Rancik,Martin Rancik,PF-SF,80.75,6' 8.75'',230,80,6' 8'',102.5,8' 6.5'',2001,-1,-1
2202,Jason,Richardson,Jason Richardson,SF-SG,76.75,6' 4.75'',213,83.5,6' 11.5'',102.5,8' 6.5'',2001,1,5
2369,Norman,Richardson,Norman Richardson,SG,75.5,6' 3.5'',180,76.5,6' 4.5'',99,8' 3'',2001,-1,-1
2219,Jeryl,Sasser,Jeryl Sasser,PG-SG,77.5,6' 5.5'',194,82.5,6' 10.5'',103.5,8' 7.5'',2001,1,22
12167,Kenny,Satterfield,Kenny Satterfield,PG,73,6' 1'',176,76.5,6' 4.5'',98,8' 2'',2001,2,53
2243,Brian,Scalabrine,Brian Scalabrine,PF-SF,80.75,6' 8.75'',241,81.75,6' 9.75'',105.5,8' 9.5'',2001,2,34
12168,Lee,Scruggs,Lee Scruggs,PF-SF,82.25,6' 10.25'',209,89.75,7' 5.75'',110.5,9' 2.5'',2001,-1,-1
2250,Bobby,Simmons,Bobby Simmons,SF,78.25,6' 6.25'',235,84.25,7' 0.25'',105,8' 9'',2001,2,41
2226,Will,Solomon,Will Solomon,PG-SG,71.75,5' 11.75'',172,81.5,6' 9.5'',99.5,8' 3.5'',2001,2,32
12169,Greg,Stevenson,Greg Stevenson,SF,75.75,6' 3.75'',215,84.5,7' 0.5'',102,8' 6'',2001,-1,-1
12170,Damone,Thornton,Damone Thornton,PF,78.75,6' 6.75'',235,85.75,7' 1.75'',103.7,8' 7.75'',2001,-1,-1
2224,Jamaal,Tinsley,Jamaal Tinsley,PG,72.75,6' 0.75'',199,79.5,6' 7.5'',97.5,8' 1.5'',2001,1,27
12171,Tory,Walker,Tory Walker,SF,78.75,6' 6.75'',187,83.25,6' 11.25'',104.5,8' 8.5'',2001,-1,-1
12172,Souleymane,Wane,Souleymane Wane,C,80.5,6' 8.5'',235,89,7' 5'',109,9' 1'',2001,-1,-1
2248,Earl,Watson,Earl Watson,PG,72,6' 0'',184,78.75,6' 6.75'',97,8' 1'',2001,2,39
2206,Rodney,White,Rodney White,SF,79.5,6' 7.5'',243,83.5,6' 11.5'',104.5,8' 8.5'',2001,1,9
2254,Loren,Woods,Loren Woods,C-PF,84.75,7' 0.75'',246,89.5,7' 5.5'',113,9' 5'',2001,2,45
12041,Michael,Wright,Michael Wright,PF,79,6' 7'',247,83.5,6' 11.5'',106.5,8' 10.5'',2001,2,38
12040,Brent,Wright,Brent Wright,PF-SF,79.75,6' 7.75'',236,85.5,7' 1.5'',105.5,8' 9.5'',2001,-1,-1
2403,Nene,,Nene ,PF,81.25,6' 9.25'',253,88.5,7' 4.5'',109,9' 1'',2002,-1,-1
2425,Robert,Archibald,Robert Archibald,PF-C,82,6' 10'',250,83.75,6' 11.75'',109.5,9' 1.5'',2002,2,31
2486,Maurice,Baker,Maurice Baker,PG,71.75,5' 11.75'',178,76,6' 4'',96,8' 0'',2002,-1,-1
2440,Matt,Barnes,Matt Barnes,SF,78.75,6' 6.75'',226,81,6' 9'',96.5,8' 0.5'',2002,2,45
12286,Lubos,Barton,Lubos Barton,SF-SG,78.5,6' 6.5'',221,84,7' 0'',107,8' 11'',2002,-1,-1
2437,Lonny,Baxter,Lonny Baxter,PF-C,78.25,6' 6.25'',264,85.5,7' 1.5'',107.5,8' 11.5'',2002,2,43
12287,Lee,Benson,Lee Benson,SF-PF,80.25,6' 8.25'',217,85.75,7' 1.75'',109,9' 1'',2002,-1,-1
2430,Carlos,Boozer,Carlos Boozer,PF,79.75,6' 7.75'',258,86.25,7' 2.25'',108.5,9' 0.5'',2002,2,34
2414,Curtis,Borchardt,Curtis Borchardt,C,82.75,6' 10.75'',238,86.5,7' 2.5'',112,9' 4'',2002,1,18
2452,J.R.,Bremer,J.R. Bremer,SG-PG,73.25,6' 1.25'',188,74.25,6' 2.25'',96,8' 0'',2002,-1,-1
12288,Brian,Brown,Brian Brown,PG-SG,74.5,6' 2.5'',194,79,6' 7'',99,8' 3'',2002,-1,-1
12289,Sylvere,Bryan,Sylvere Bryan,PF,81,6' 9'',226,88.5,7' 4.5'',109.5,9' 1.5'',2002,-1,-1
12290,Chris,Burgess,Chris Burgess,C,82,6' 10'',246,83.5,6' 11.5'',109,9' 1'',2002,-1,-1
2406,Caron,Butler,Caron Butler,SF-SG,77.25,6' 5.25'',222,83.5,6' 11.5'',103.5,8' 7.5'',2002,1,10
2446,Rasual,Butler,Rasual Butler,SF,78.75,6' 6.75'',198,84,7' 0'',105.5,8' 9.5'',2002,2,52
12291,Mire,Chatman,Mire Chatman,PG-SG,72,6' 0'',174,78,6' 6'',98,8' 2'',2002,-1,-1
12042,Chris,Christoffersen,Chris Christoffersen,C,84.75,7' 0.75'',291,87.5,7' 3.5'',109,9' 1'',2002,-1,-1
12043,Lenny,Cooke,Lenny Cooke,SG-SF,77.5,6' 5.5'',214,85,7' 1'',107,8' 11'',2002,-1,-1
12044,Craig,Dawson,Craig Dawson,SG-SF,75.5,6' 3.5'',200,78.25,6' 6.25'',102,8' 6'',2002,-1,-1
2399,Mike,Dunleavy,Mike Dunleavy,SF,80,6' 8'',230,81,6' 9'',106,8' 10'',2002,1,3
12045,Teddy,Dupay,Teddy Dupay,PG,69.5,5' 9.5'',178,70.75,5' 10.75'',90.5,7' 6.5'',2002,-1,-1
2451,Corsley,Edwards,Corsley Edwards,PF,79.25,6' 7.25'',285,82.75,6' 10.75'',106.5,8' 10.5'',2002,2,57
12046,Andy,Ellis,Andy Ellis,PF,81.25,6' 9.25'',220,82.25,6' 10.25'',102,8' 6'',2002,-1,-1
2408,Melvin,Ely,Melvin Ely,PF,81,6' 9'',240,88,7' 4'',111,9' 3'',2002,1,12
2501,Reggie,Evans,Reggie Evans,PF,79.5,6' 7.5'',250,86.5,7' 2.5'',107.5,8' 11.5'',2002,-1,-1
2400,Drew,Gooden,Drew Gooden,PF,80.75,6' 8.75'',227,84.5,7' 0.5'',106.5,8' 10.5'',2002,1,4
12066,David,Graves,David Graves,SG,76.5,6' 4.5'',212,79,6' 7'',101,8' 5'',2002,-1,-1
2696,Lynn,Greer,Lynn Greer,PG,72.25,6' 0.25'',170,73,6' 1'',94.5,7' 10.5'',2002,-1,-1
12067,Rod,Grizzard,Rod Grizzard,SF-SG,78,6' 6'',193,84,7' 0'',107,8' 11'',2002,2,38
101219,Anthony,Grundy,Anthony Grundy,PG-SG,72.75,6' 0.75'',167,79.75,6' 7.75'',99,8' 3'',2002,-1,-1
2409,Marcus,Haislip,Marcus Haislip,PF,80.5,6' 8.5'',221,84,7' 0'',107,8' 11'',2002,1,13
12068,Damon,Hancock,Damon Hancock,SG-PG,74.75,6' 2.75'',203,78,6' 6'',99.5,8' 3.5'',2002,-1,-1
12069,Greg,Harrington,Greg Harrington,PG,73,6' 1'',183,75.75,6' 3.75'',97,8' 1'',2002,-1,-1
2617,Udonis,Haslem,Udonis Haslem,PF,79.75,6' 7.75'',250,83,6' 11'',107,8' 11'',2002,-1,-1
12070,Cordell,Henry,Cordell Henry,PG,68,5' 8'',155,73,6' 1'',92,7' 8'',2002,-1,-1
2450,Randy,Holcomb,Randy Holcomb,SF-PF,79,6' 7'',225,85,7' 1'',105,8' 9'',2002,2,56
2415,Ryan,Humphrey,Ryan Humphrey,PF-SF,78,6' 6'',223,84,7' 0'',104.5,8' 8.5'',2002,1,19
2407,Jared,Jeffries,Jared Jeffries,PF,82,6' 10'',230,84.5,7' 0.5'',109,9' 1'',2002,1,11
12049,Jason,Jennings,Jason Jennings,C,83.25,6' 11.25'',249,91,7' 7'',111,9' 3'',2002,2,42
2410,Fred,Jones,Fred Jones,SG,74.25,6' 2.25'',218,84,7' 0'',100,8' 4'',2002,1,14
2495,Lonnie,Jones,Lonnie Jones,C-PF,82.25,6' 10.25'',230,86.25,7' 2.25'',112,9' 4'',2002,-1,-1
2435,Mario,Kasun,Mario Kasun,C,83.75,6' 11.75'',260,83.5,6' 11.5'',109,9' 1'',2002,2,40
12050,Sean,Kennedy,Sean Kennedy,PG,72.75,6' 0.75'',182,74.5,6' 2.5'',96,8' 0'',2002,-1,-1
12051,Kris,Lang,Kris Lang,C-PF,81.25,6' 9.25'',242,83.75,6' 11.75'',109,9' 1'',2002,-1,-1
12052,Muhammed,Lasege,Muhammed Lasege,C-PF,80.75,6' 8.75'',228,86,7' 2'',108.5,9' 0.5'',2002,-1,-1
12053,Steve,Logan,Steve Logan,PG,70,5' 10'',207,71.75,5' 11.75'',92.5,7' 8.5'',2002,2,29
2677,Kevin,Lyde,Kevin Lyde,C-PF,80.75,6' 8.75'',278,86,7' 2'',109.5,9' 1.5'',2002,-1,-1
2432,Tito,Maddox,Tito Maddox,PG,75,6' 3'',200,77,6' 5'',99,8' 3'',2002,2,37
12054,Kei,Madison,Kei Madison,SF,79.75,6' 7.75'',216,84.5,7' 0.5'',107,8' 11'',2002,-1,-1
12055,Immanuel,McElroy,Immanuel McElroy,SG,74.25,6' 2.25'',191,78.5,6' 6.5'',100,8' 4'',2002,-1,-1
12056,Aaron,McGhee,Aaron McGhee,PF-SF,79,6' 7'',255,82,6' 10'',105.5,8' 9.5'',2002,-1,-1
12057,Elvin,Mims,Elvin Mims,SF-SG,76.25,6' 4.25'',211,85.5,7' 1.5'',105.5,8' 9.5'',2002,-1,-1
12058,Byron,Mouton,Byron Mouton,SG-SF,76.5,6' 4.5'',213,82.25,6' 10.25'',102,8' 6'',2002,-1,-1
2436,Ronald,Murray,Ronald Murray,SG,75,6' 3'',197,79.5,6' 7.5'',100.5,8' 4.5'',2002,-1,-1
12059,Uche,Okafor,Uche Okafor,PF-C,81,6' 9'',229,89.5,7' 5.5'',112,9' 4'',2002,-1,-1
2442,Chris,Owens,Chris Owens,PF-SF,79,6' 7'',237,83.5,6' 11.5'',104,8' 8'',2002,2,47
2457,Jannero,Pargo,Jannero Pargo,PG,72.25,6' 0.25'',168,74.5,6' 2.5'',96,8' 0'',2002,-1,-1
2470,Smush,Parker,Smush Parker,PG-SG,74.5,6' 2.5'',179,82,6' 10'',107.5,8' 11.5'',2002,-1,-1
2458,Luke,Recker,Luke Recker,SG-SF,76.75,6' 4.75'',198,79,6' 7'',101,8' 5'',2002,-1,-1
12061,Rolan,Roberts,Rolan Roberts,PF,77.75,6' 5.75'',241,85,7' 1'',105.5,8' 9.5'',2002,-1,-1
12062,Travis,Robinson,Travis Robinson,SF,77.25,6' 5.25'',211,82.5,6' 10.5'',104.5,8' 8.5'',2002,-1,-1
2416,Kareem,Rush,Kareem Rush,SG-SF,76.75,6' 4.75'',199,81.75,6' 9.75'',103.5,8' 7.5'',2002,1,20
12063,Brooks,Sales,Brooks Sales,PF-C,81,6' 9'',232,82,6' 10'',108,9' 0'',2002,-1,-1
2422,John,Salmons,John Salmons,SF-SG,77.5,6' 5.5'',207,82.25,6' 10.25'',104,8' 8'',2002,1,26
2453,Predrag,Savovic,Predrag Savovic,SG,76.75,6' 4.75'',212,79,6' 7'',102,8' 6'',2002,-1,-1
201324,Julian,Sensley,Julian Sensley,PF-SF,79,6' 7'',228,83.5,6' 11.5'',105.5,8' 9.5'',2002,-1,-1
12064,Israel,Sheinfeld,Israel Sheinfeld,PF-C,80.25,6' 8.25'',239,81.75,6' 9.75'',106.5,8' 10.5'',2002,-1,-1
