,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
4335,Rasho Nesterovic,80,18.9,6.2,2005,17.0,7
4336,Rasual Butler,79,23.7,6.7,2005,52.0,3
4338,Ray Allen,78,38.7,13.7,2005,5.0,9
4339,Raymond Felton,80,30.1,9.7,2005,5.0,0
4340,Reece Gaines,12,4.5,3.7,2005,15.0,2
4342,Richard Hamilton,80,35.3,11.5,2005,7.0,6
4343,Richard Jefferson,78,39.2,14.5,2005,13.0,4
4346,Ricky Davis,78,41.1,11.2,2005,21.0,7
4348,Robert Swift,47,21.0,6.6,2005,12.0,1
4349,Robert Whaley,23,9.2,3.6,2005,51.0,0
4352,Ronny Turiaf,23,7.0,5.9,2005,37.0,0
4353,Royal Ivey,73,13.4,3.7,2005,37.0,1
4354,Ruben Patterson,71,25.2,9.3,2005,31.0,7
4355,Ryan Bowen,68,9.6,1.2,2005,55.0,7
4356,Ryan Gomes,61,22.6,10.1,2005,50.0,0
4357,Salim Stoudamire,61,20.3,8.1,2005,31.0,0
4359,Samaki Walker,7,3.1,-12.6,2005,9.0,9
4360,Samuel Dalembert,66,26.7,8.8,2005,26.0,4
4362,Sasha Pavlovic,53,15.3,3.0,2005,19.0,2
4363,Sasha Vujacic,82,17.7,5.9,2005,27.0,1
4364,Scot Pollard,45,17.1,7.6,2005,19.0,8
4365,Scott Padgett,62,11.6,9.1,2005,28.0,6
4366,Sean Marks,25,7.2,12.3,2005,44.0,7
4367,Sean May,23,17.3,10.2,2005,13.0,0
4368,Sebastian Telfair,68,24.1,8.1,2005,13.0,1
4369,Sergei Monia,26,13.2,3.6,2005,23.0,1
4370,Shandon Anderson,48,13.3,3.7,2005,54.0,9
4371,Shane Battier,81,35.1,9.3,2005,6.0,4
4373,Shareef Abdur-Rahim,72,27.2,11.2,2005,3.0,9
4375,Shaun Livingston,61,25.0,7.5,2005,4.0,1
4377,Shawn Marion,81,40.3,15.9,2005,9.0,6
4380,Speedy Claxton,71,28.4,11.5,2005,20.0,5
4383,Stephen Jackson,81,35.9,9.4,2005,42.0,8
4384,Stephon Marbury,60,36.6,12.0,2005,4.0,9
4385,Steve Blake,68,26.2,9.9,2005,38.0,2
4386,Steve Francis,70,34.2,10.9,2005,2.0,6
4387,Steve Nash,79,35.4,16.6,2005,15.0,9
4388,Steven Hunter,69,19.0,7.7,2005,15.0,4
4389,Stromile Swift,66,20.4,8.9,2005,2.0,5
4390,T.J. Ford,72,35.5,9.9,2005,8.0,2
4391,Tayshaun Prince,82,35.3,9.9,2005,23.0,3
4392,Terence Morris,22,8.7,4.3,2005,33.0,4
4394,Tim Duncan,80,34.8,17.2,2005,1.0,8
4395,Tim Thomas,29,22.9,7.0,2005,7.0,8
4397,Tony Allen,51,19.2,7.7,2005,25.0,1
4398,Tony Battie,82,27.0,7.4,2005,5.0,8
4399,Tony Delk,24,16.0,10.6,2005,16.0,9
4400,Tony Parker,80,33.9,15.4,2005,28.0,4
4401,Tracy McGrady,47,37.1,15.9,2005,9.0,8
4402,Travis Diener,23,10.7,8.1,2005,38.0,0
4403,Travis Outlaw,69,16.7,7.9,2005,23.0,2
4404,Trenton Hassell,77,32.7,5.8,2005,29.0,4
4405,Trevor Ariza,57,17.5,8.5,2005,43.0,1
4407,Troy Murphy,74,34.0,12.0,2005,14.0,4
4408,Tyronn Lue,51,24.2,10.4,2005,23.0,7
4409,Tyson Chandler,79,26.8,8.3,2005,2.0,4
4411,Viktor Khryapa,69,21.6,6.2,2005,22.0,1
4413,Vince Carter,79,36.8,14.8,2005,5.0,7
4414,Vitaly Potapenko,33,10.7,3.2,2005,12.0,9
4415,Vladimir Radmanovic,77,25.6,9.0,2005,12.0,4
4416,Von Wafer,16,4.5,-7.8,2005,39.0,0
4418,Wally Szczerbiak,72,37.9,12.3,2005,6.0,6
4419,Walter McCarty,36,9.8,3.7,2005,19.0,9
4420,Wayne Simien,43,9.6,6.5,2005,29.0,0
4422,Willie Green,10,15.3,6.0,2005,41.0,2
4423,Yao Ming,57,34.2,18.3,2005,1.0,3
4424,Yaroslav Korolev,24,5.3,2.5,2005,12.0,0
4425,Zach Randolph,74,34.4,11.4,2005,19.0,4
4426,Zarko Cabarkapa,61,8.3,4.8,2005,17.0,2
4427,Zaza Pachulia,78,31.4,8.7,2005,42.0,2
4430,Zoran Planinic,56,10.6,4.2,2005,22.0,2
4431,Zydrunas Ilgauskas,78,29.3,13.3,2005,20.0,9
4434,Adam Morrison,78,29.8,5.1,2006,3.0,0
4435,Adonal Foyle,48,9.9,7.2,2006,8.0,9
4437,Al Harrington,78,32.9,9.6,2006,25.0,8
4438,Al Jefferson,69,33.6,13.9,2006,15.0,2
4441,Alexander Johnson,59,12.8,6.4,2006,45.0,0
4443,Allen Iverson,65,42.5,13.3,2006,1.0,10
4445,Alvin Williams,2,4.8,1.2,2006,47.0,9
4446,Amar'e Stoudemire,82,32.8,14.4,2006,9.0,4
4447,Amir Johnson,8,15.5,11.7,2006,56.0,1
4448,Anderson Varejao,81,23.9,9.4,2006,30.0,2
4449,Andray Blatche,56,12.2,7.1,2006,49.0,1
4452,Andre Iguodala,76,40.3,13.0,2006,9.0,2
4453,Andre Miller,80,37.1,11.6,2006,8.0,7
4454,Andrea Bargnani,65,25.1,7.7,2006,1.0,0
4455,Andreas Glyniadakis,13,6.2,-5.0,2006,58.0,3
4456,Andrei Kirilenko,70,29.3,9.2,2006,24.0,7
4458,Andrew Bogut,66,34.2,11.0,2006,1.0,1
4459,Andrew Bynum,82,21.9,9.7,2006,10.0,1
4460,Andris Biedrins,82,29.1,10.5,2006,11.0,2
4461,Antawn Jamison,70,38.0,11.6,2006,4.0,8
4463,Anthony Johnson,67,19.4,6.5,2006,39.0,9
4464,Anthony Parker,73,33.4,9.6,2006,21.0,9
4466,Antoine Walker,78,23.3,6.7,2006,6.0,10
4467,Antoine Wright,63,18.1,5.6,2006,15.0,1
4468,Antonio Daniels,80,22.0,11.1,2006,4.0,9
4470,Austin Croshere,61,11.9,10.0,2006,12.0,9
4471,Baron Davis,63,35.3,14.1,2006,3.0,7
4472,Ben Gordon,82,33.0,12.7,2006,3.0,2
4474,Beno Udrih,73,13.0,7.2,2006,28.0,2
4475,Bernard Robinson,31,9.0,6.2,2006,45.0,2
4477,Bobby Jackson,56,23.7,10.1,2006,23.0,9
4478,Bobby Jones,44,7.6,3.9,2006,37.0,0
4479,Bonzi Wells,28,21.1,6.9,2006,11.0,8
4480,Boris Diaw,73,31.1,9.0,2006,21.0,3
4481,Bostjan Nachbar,76,20.2,10.4,2006,15.0,4
4482,Bracey Wright,19,10.0,9.1,2006,47.0,1
4484,Brandon Bass,21,7.7,5.0,2006,33.0,1
4485,Brandon Roy,57,35.3,12.1,2006,6.0,0
4486,Brendan Haywood,77,22.6,7.8,2006,20.0,5
4488,Brevin Knight,45,28.3,11.0,2006,16.0,9
4489,Brian Cardinal,28,11.2,12.2,2006,44.0,6
4490,Brian Cook,65,15.7,8.9,2006,24.0,3
4491,Brian Scalabrine,54,19.0,3.4,2006,34.0,5
4492,Brian Skinner,67,22.7,5.7,2006,22.0,8
4494,CJ Miles,37,10.1,-0.4,2006,34.0,1
4495,Calvin Booth,44,8.6,4.4,2006,35.0,7
4497,Carlos Boozer,74,34.6,18.1,2006,34.0,4
4498,Carlos Delfino,82,16.7,10.3,2006,25.0,3
4499,Carmelo Anthony,65,38.2,13.4,2006,3.0,3
4500,Caron Butler,63,39.3,11.9,2006,10.0,4
4502,Cedric Simmons,43,12.4,3.3,2006,15.0,0
4503,Channing Frye,72,26.3,7.2,2006,8.0,1
4505,Charlie Villanueva,39,25.2,10.1,2006,7.0,1
4506,Chauncey Billups,70,36.2,14.6,2006,3.0,9
4507,Chris Bosh,69,38.5,15.8,2006,4.0,3
4508,Chris Duhon,78,24.4,9.5,2006,38.0,2
4509,Chris Kaman,75,29.0,9.0,2006,6.0,3
4511,Chris Paul,64,36.8,15.0,2006,4.0,1
4514,Chris Wilcox,82,31.5,10.3,2006,8.0,4
4518,Corey Maggette,75,30.5,13.0,2006,13.0,7
4520,Craig Smith,82,18.7,10.1,2006,36.0,0
4521,Cuttino Mobley,78,36.4,8.4,2006,41.0,8
4523,Dahntay Jones,78,21.4,4.7,2006,20.0,3
4524,Dajuan Wagner,1,6.8,6.9,2006,6.0,4
4527,Damir Markota,30,5.7,2.0,2006,59.0,0
4530,Dan Dickau,50,8.9,8.0,2006,28.0,4
4531,Dan Gadzuric,54,15.6,5.8,2006,33.0,4
4532,Daniel Ewing,61,11.7,7.6,2006,32.0,1
4533,Daniel Gibson,60,16.5,5.8,2006,42.0,0
4534,Danny Fortson,14,11.3,1.6,2006,10.0,9
4535,Danny Granger,82,34.0,9.0,2006,17.0,1
4536,Darius Songaila,37,18.9,8.4,2006,49.0,4
4537,Darko Milicic,80,23.9,8.8,2006,2.0,3
4540,David Harrison,24,7.9,2.6,2006,29.0,2
4541,David Lee,58,29.8,15.7,2006,30.0,1
4542,David Noel,68,11.6,5.3,2006,39.0,0
4544,David West,52,36.5,12.4,2006,18.0,3
4545,DeSagana Diop,81,18.3,5.7,2006,8.0,5
4546,DeShawn Stevenson,82,29.5,7.6,2006,23.0,6
4547,Dee Brown,49,9.2,6.1,2006,46.0,0
4548,Delonte West,69,32.2,9.9,2006,24.0,2
4549,DerMarr Johnson,39,10.7,4.0,2006,6.0,6
4550,Derek Anderson,50,23.8,8.9,2006,13.0,9
4551,Derek Fisher,82,27.9,6.9,2006,24.0,10
4552,Deron Williams,80,36.9,12.4,2006,3.0,1
4554,Desmond Mason,75,34.3,6.4,2006,17.0,6
4555,Devean George,60,21.4,5.9,2006,23.0,7
4557,Devin Harris,80,26.0,10.3,2006,5.0,2
4558,Dijon Thompson,6,8.4,7.6,2006,54.0,1
4560,Dirk Nowitzki,78,36.2,20.1,2006,9.0,8
4563,Dorell Wright,66,19.6,10.3,2006,19.0,2
4565,Drew Gooden,80,28.0,11.6,2006,4.0,4
4567,Dwight Howard,82,36.9,16.2,2006,1.0,2
4568,Dwyane Wade,51,37.9,19.5,2006,5.0,3
4571,Earl Watson,77,27.9,9.1,2006,39.0,5
4572,Eddie Griffin,13,7.0,4.4,2006,7.0,5
4573,Eddie House,56,16.9,9.7,2006,37.0,6
4575,Eddy Curry,81,35.2,10.3,2006,4.0,5
4576,Eduardo Najera,75,22.1,7.5,2006,38.0,6
4577,Elton Brand,80,38.5,15.4,2006,1.0,7
4578,Emeka Okafor,67,34.8,14.0,2006,2.0,2
4582,Erick Dampier,76,25.2,9.3,2006,10.0,10
4583,Ersan Ilyasova,66,14.7,6.5,2006,36.0,1
4585,Etan Thomas,65,19.2,8.8,2006,12.0,6
4587,Flip Murray,69,21.4,7.1,2006,41.0,4
4588,Francisco Elson,70,19.0,7.8,2006,41.0,7
4589,Francisco Garcia,79,17.8,7.1,2006,23.0,1
4590,Fred Jones,63,20.9,5.9,2006,14.0,4
4592,Gerald Green,81,22.0,7.0,2006,18.0,1
4593,Gerald Wallace,72,36.7,13.3,2006,25.0,5
4594,Gilbert Arenas,74,39.8,14.2,2006,30.0,5
4595,Gordan Giricek,61,19.5,8.2,2006,40.0,7
4597,Greg Buckner,76,18.0,4.7,2006,53.0,8
4598,Hakim Warrick,82,26.2,9.8,2006,19.0,1
4599,Hassan Adams,61,8.1,7.6,2006,54.0,0
4600,Hedo Turkoglu,73,31.1,9.6,2006,16.0,6
4601,Hilton Armstrong,56,11.3,7.3,2006,12.0,0
4602,Ike Diogu,59,12.9,10.2,2006,9.0,1
4607,JJ Redick,42,14.8,8.6,2006,11.0,0
4608,JR Smith,63,23.4,9.2,2006,18.0,2
4610,Jacque Vaughn,64,11.9,8.2,2006,27.0,9
4611,Jake Tsakalidis,36,10.8,5.3,2006,25.0,6
4612,Jake Voskuhl,73,14.3,5.9,2006,33.0,6
4614,Jamaal Magloire,81,21.0,7.4,2006,19.0,6
4615,Jamaal Tinsley,72,31.1,10.8,2006,27.0,5
4616,Jamal Crawford,59,37.3,9.9,2006,8.0,6
4617,Jamal Sampson,22,5.7,8.7,2006,46.0,4
4618,Jameer Nelson,77,30.3,9.5,2006,20.0,2
4619,James Augustine,2,3.7,6.6,2006,41.0,0
4620,James Jones,76,18.1,6.7,2006,49.0,3
4621,James Lang,11,5.0,0.0,2006,48.0,3
4622,James Posey,71,27.0,9.4,2006,18.0,7
4624,James White,6,22.8,9.0,2006,31.0,0
4626,Jared Jeffries,55,23.8,4.3,2006,11.0,4
4628,Jarrett Jack,79,33.6,10.3,2006,22.0,1
4629,Jarron Collins,82,11.1,4.5,2006,52.0,5
4630,Jarvis Hayes,81,20.1,6.4,2006,10.0,3
4631,Jason Collins,80,23.0,0.6,2006,18.0,5
4632,Jason Hart,36,23.5,8.4,2006,49.0,6
4633,Jason Kapono,67,26.4,9.4,2006,31.0,3
4635,Jason Maxiell,67,14.1,7.0,2006,26.0,1
4636,Jason Richardson,51,32.8,9.7,2006,5.0,5
4637,Jason Terry,81,35.1,12.7,2006,10.0,7
4638,Jason Williams,61,30.6,11.2,2006,7.0,8
4639,Jeff Foster,75,23.2,9.2,2006,21.0,7
4640,Jeff McInnis,38,18.5,5.8,2006,37.0,10
4642,Jermaine O'Neal,69,35.6,13.9,2006,17.0,10
4643,Jerome James,41,6.7,-0.3,2006,36.0,8
4645,Joe Johnson,57,41.4,14.0,2006,10.0,5
4647,Joel Przybilla,43,16.3,2.8,2006,9.0,6
4648,Joey Graham,79,16.7,8.4,2006,16.0,1
4649,Johan Petro,81,18.6,6.9,2006,25.0,1
4651,John Salmons,79,27.0,9.1,2006,26.0,4
4652,Jordan Farmar,72,15.1,8.5,2006,26.0,0
4655,Josh Boone,61,11.0,8.9,2006,23.0,0
4656,Josh Childress,55,36.8,11.7,2006,6.0,2
4657,Josh Howard,70,35.1,13.2,2006,29.0,3
4659,Josh Smith,72,36.8,12.3,2006,17.0,2
4660,Juan Dixon,81,23.8,7.2,2006,17.0,4
4661,Julius Hodge,9,7.1,10.2,2006,20.0,1
4662,Jumaine Jones,18,7.7,0.8,2006,27.0,7
4664,Justin Reed,41,7.8,2.9,2006,40.0,2
4667,Keith Bogans,59,16.8,5.7,2006,43.0,3
4670,Kelvin Cato,18,5.3,8.7,2006,15.0,9
4671,Kendrick Perkins,72,21.9,6.1,2006,27.0,3
4672,Kenny Thomas,62,22.8,7.0,2006,22.0,7
4673,Kenyon Martin,2,31.3,2.5,2006,1.0,6
4675,Kevin Martin,80,35.2,12.7,2006,26.0,2
4679,Keyon Dooling,66,21.7,6.8,2006,10.0,6
4680,Kirk Hinrich,80,35.5,12.4,2006,7.0,3
4681,Kirk Snyder,39,14.4,8.3,2006,16.0,2
4682,Kobe Bryant,77,40.8,17.2,2006,13.0,10
4683,Kris Humphries,60,11.2,7.4,2006,14.0,2
4685,Kwame Brown,41,27.6,8.0,2006,1.0,5
4686,Kyle Korver,74,30.9,9.8,2006,51.0,3
4687,Kyle Lowry,10,17.5,14.0,2006,24.0,0
4688,LaMarcus Aldridge,63,22.1,8.9,2006,2.0,0
4689,Lamar Odom,56,39.3,12.4,2006,4.0,7
4690,Larry Hughes,70,37.1,8.3,2006,8.0,8
4691,Lawrence Roberts,54,17.9,7.3,2006,55.0,1
4692,LeBron James,78,40.9,18.1,2006,1.0,3
4693,Leandro Barbosa,80,32.7,11.5,2006,28.0,3
4694,Leon Powe,63,11.4,10.0,2006,49.0,0
4695,Linas Kleiza,79,18.8,6.6,2006,27.0,1
4698,Lorenzen Wright,67,15.5,2.0,2006,7.0,10
4700,Lou Williams,61,11.3,10.9,2006,45.0,1
4701,Luke Jackson,13,10.6,5.2,2006,10.0,2
4702,Luke Ridnour,71,29.5,8.8,2006,14.0,3
4704,Luke Walton,60,33.0,9.9,2006,32.0,3
4705,Luol Deng,82,37.5,14.5,2006,7.0,2
4706,Luther Head,80,27.6,10.2,2006,24.0,1
4708,Maceo Baston,47,8.6,8.7,2006,58.0,8
4710,Malik Rose,65,12.5,5.7,2006,44.0,10
4711,Manu Ginobili,75,27.5,17.1,2006,57.0,7
4712,Marc Jackson,56,18.3,7.6,2006,37.0,9
4713,Marcus Banks,45,11.2,6.5,2006,13.0,3
4714,Marcus Camby,70,33.8,14.2,2006,2.0,10
4715,Marcus Vinicius,13,8.0,3.7,2006,43.0,0
4717,Mardy Collins,52,14.9,6.2,2006,29.0,0
4718,Mark Blount,82,31.0,8.3,2006,54.0,9
4719,Mark Madsen,56,8.5,0.0,2006,29.0,6
4720,Marko Jaric,70,22.2,5.9,2006,30.0,6
4722,Martell Webster,82,21.5,6.6,2006,6.0,1
4723,Marvin Williams,64,34.0,8.2,2006,2.0,1
4724,Matt Barnes,76,23.9,9.3,2006,45.0,4
4725,Matt Bonner,56,11.7,10.2,2006,45.0,3
4727,Matt Freije,19,7.7,4.3,2006,53.0,2
4728,Matt Harpring,77,25.5,9.9,2006,15.0,8
4729,Maurice Ager,32,6.7,-0.2,2006,28.0,0
4731,Maurice Taylor,12,8.6,4.1,2006,14.0,9
4732,Mehmet Okur,80,33.3,11.8,2006,37.0,5
4733,Melvin Ely,30,10.3,2.0,2006,12.0,4
4734,Metta World Peace,70,37.7,12.1,2006,16.0,7
4735,Michael Doleac,56,12.5,7.3,2006,12.0,8
4737,Michael Olowokandi,24,9.7,1.3,2006,1.0,8
4738,Michael Redd,53,38.4,13.4,2006,43.0,6
4739,Michael Ruffin,30,9.0,-0.3,2006,32.0,7
4740,Michael Sweetney,48,8.0,6.5,2006,9.0,3
4741,Mickael Gelabale,70,17.7,5.9,2006,48.0,1
4742,Mickael Pietrus,72,26.9,7.8,2006,11.0,3
4743,Mike Bibby,82,33.9,10.6,2006,2.0,8
4744,Mike Dunleavy,82,31.5,10.2,2006,3.0,4
4747,Mike Miller,70,39.1,11.6,2006,5.0,6
4750,Mile Ilic,5,1.2,-29.3,2006,43.0,1
4751,Mo Williams,68,36.3,11.1,2006,47.0,3
4752,Monta Ellis,77,34.3,9.4,2006,40.0,1
4753,Morris Peterson,71,21.3,8.7,2006,21.0,6
4754,Mouhamed Sene,28,6.1,2.5,2006,10.0,0
4755,Nate Robinson,64,21.2,9.1,2006,21.0,1
4756,Nazr Mohammed,51,15.2,8.4,2006,29.0,8
4757,Nenad Krstic,26,32.6,11.4,2006,24.0,4
4758,Nene,64,26.8,11.2,2006,7.0,4
4759,Nick Collison,82,29.0,9.1,2006,12.0,3
4760,Orien Greene,41,6.2,4.2,2006,53.0,1
4761,Othella Harrington,26,8.5,1.1,2006,30.0,10
4763,P.J. Tucker,17,4.9,6.0,2006,35.0,0
4764,Pape Sow,7,4.9,8.1,2006,47.0,2
4766,Pat Garrity,33,8.4,3.5,2006,19.0,8
4767,Patrick O'Bryant,16,7.4,1.3,2006,9.0,0
4768,Pau Gasol,59,36.1,15.4,2006,3.0,5
4769,Paul Davis,31,5.8,6.1,2006,34.0,0
4770,Paul Millsap,82,18.0,11.0,2006,47.0,0
4771,Paul Pierce,47,37.0,14.6,2006,10.0,8
4772,Peja Stojakovic,13,32.7,10.2,2006,14.0,10
4774,Primoz Brezec,58,14.5,3.7,2006,27.0,6
4775,Quentin Richardson,49,33.1,10.6,2006,18.0,6
4776,Quincy Douby,42,8.6,5.7,2006,19.0,0
4778,Raef LaFrentz,27,13.0,3.4,2006,3.0,8
4779,Rafael Araujo,28,8.8,6.0,2006,8.0,2
4780,Rafer Alston,82,37.1,9.0,2006,39.0,8
4782,Rajon Rondo,78,23.5,10.0,2006,21.0,0
4784,Randy Foye,82,22.9,9.5,2006,7.0,0
4785,Randy Livingston,4,6.5,-1.6,2006,42.0,10
4786,Rashad McCants,37,15.0,2.8,2006,14.0,1
4787,Rashard Lewis,60,39.1,13.4,2006,32.0,8
4789,Rasho Nesterovic,80,21.0,8.7,2006,17.0,8
4790,Rasual Butler,81,27.4,6.9,2006,52.0,4
4792,Ray Allen,55,40.3,13.4,2006,5.0,10
4793,Raymond Felton,78,36.3,10.0,2006,5.0,1
4795,Renaldo Balkman,68,15.6,11.4,2006,20.0,0
4797,Richard Hamilton,75,36.8,11.5,2006,7.0,7
4798,Richard Jefferson,55,35.6,9.5,2006,13.0,5
4799,Ricky Davis,81,37.3,11.0,2006,21.0,8
4802,Rodney Carney,67,17.4,5.8,2006,16.0,0
4803,Roger Mason Jr.,62,7.9,3.2,2006,30.0,4
4806,Ronnie Brewer,56,12.1,9.0,2006,14.0,0
4808,Ronny Turiaf,72,15.1,8.4,2006,37.0,1
4809,Royal Ivey,53,10.2,5.4,2006,37.0,2
4810,Ruben Patterson,81,31.0,10.9,2006,31.0,8
4811,Rudy Gay,78,27.0,7.2,2006,8.0,0
4812,Ryan Gomes,73,31.2,9.3,2006,50.0,1
4813,Ryan Hollins,27,6.9,1.7,2006,50.0,0
4814,Salim Stoudamire,61,17.0,7.5,2006,31.0,1
4816,Samuel Dalembert,82,30.9,10.6,2006,26.0,5
4818,Sasha Pavlovic,67,22.9,8.2,2006,19.0,3
4819,Sasha Vujacic,73,12.8,7.0,2006,27.0,2
4820,Scot Pollard,24,4.5,2.6,2006,19.0,9
4821,Scott Padgett,31,7.4,2.3,2006,28.0,7
4822,Sean Marks,3,5.7,2.5,2006,44.0,8
4823,Sean May,35,23.9,13.5,2006,13.0,1
4824,Sebastian Telfair,78,20.2,5.4,2006,13.0,2
4825,Sergio Rodriguez,67,12.9,11.0,2006,27.0,0
4826,Shammond Williams,30,11.5,8.0,2006,34.0,8
4827,Shane Battier,82,36.4,8.2,2006,6.0,5
4828,Shannon Brown,23,8.8,3.5,2006,25.0,0
4830,Shareef Abdur-Rahim,80,25.2,8.0,2006,3.0,10
4831,Shaun Livingston,54,29.8,9.6,2006,4.0,2
4833,Shawn Marion,80,37.6,13.8,2006,9.0,7
4834,Shawne Williams,46,12.1,5.3,2006,17.0,0
4835,Shelden Williams,81,18.7,9.3,2006,5.0,0
4838,Solomon Jones,58,11.5,5.6,2006,33.0,0
4839,Speedy Claxton,42,25.1,4.6,2006,20.0,6
4841,Stephen Jackson,75,33.0,9.2,2006,42.0,9
4842,Stephon Marbury,74,37.1,10.1,2006,4.0,10
4843,Steve Blake,82,27.1,7.4,2006,38.0,3
4844,Steve Francis,44,28.1,10.0,2006,2.0,7
4845,Steve Nash,76,35.3,16.5,2006,15.0,10
4846,Steve Novak,35,5.4,5.3,2006,32.0,0
4847,Steven Hunter,70,22.9,7.9,2006,15.0,5
4849,Stromile Swift,54,19.1,7.7,2006,2.0,6
4850,T.J. Ford,75,29.9,12.9,2006,8.0,3
4852,Tayshaun Prince,82,36.6,10.6,2006,23.0,4
4853,Thabo Sefolosha,71,12.2,6.3,2006,13.0,0
4855,Tim Duncan,80,34.1,18.9,2006,1.0,9
4856,Tim Thomas,76,27.0,9.7,2006,7.0,9
4857,Tony Allen,33,24.4,10.8,2006,25.0,2
4858,Tony Battie,66,23.9,7.1,2006,5.0,9
4859,Tony Parker,77,32.5,15.5,2006,28.0,5
4860,Tracy McGrady,71,35.8,16.1,2006,9.0,9
4861,Travis Diener,26,11.1,8.0,2006,38.0,1
4862,Travis Outlaw,67,22.9,8.6,2006,23.0,3
4863,Trenton Hassell,76,29.2,6.4,2006,29.0,5
4864,Trevor Ariza,57,22.4,11.8,2006,43.0,2
4866,Troy Murphy,68,27.2,10.1,2006,14.0,5
4867,Tyronn Lue,56,26.6,9.9,2006,23.0,8
4868,Tyrus Thomas,72,13.4,9.3,2006,4.0,0
4869,Tyson Chandler,73,34.6,11.9,2006,2.0,5
4871,Uros Slokar,20,3.6,6.5,2006,58.0,1
4872,Vassilis Spanoulis,31,8.8,3.0,2006,50.0,2
4873,Viktor Khryapa,33,7.0,4.6,2006,22.0,2
4874,Vince Carter,82,38.1,14.9,2006,5.0,8
4875,Vitaly Potapenko,3,4.3,-22.6,2006,12.0,10
4876,Vladimir Radmanovic,55,17.9,6.9,2006,12.0,5
4877,Von Wafer,1,0.9,-100.0,2006,39.0,1
4878,Wally Szczerbiak,32,28.1,9.2,2006,6.0,7
4880,Wayne Simien,8,11.6,2.3,2006,29.0,1
4881,Will Blalock,14,11.8,4.5,2006,60.0,0
4883,Willie Green,74,24.9,5.9,2006,41.0,3
4885,Yao Ming,48,33.8,18.5,2006,1.0,4
4886,Yaroslav Korolev,10,4.1,4.1,2006,12.0,1
4887,Zach Randolph,68,35.7,16.2,2006,19.0,5
4888,Zaza Pachulia,72,28.1,10.8,2006,42.0,3
4889,Zydrunas Ilgauskas,78,27.3,12.1,2006,20.0,10
4890,Aaron Brooks,51,11.9,8.8,2007,26.0,0
4891,Aaron Gray,61,10.0,7.4,2007,49.0,0
4893,Acie Law,56,15.5,5.4,2007,11.0,0
4894,Adonal Foyle,82,9.4,7.0,2007,8.0,10
4896,Al Harrington,81,27.0,9.3,2007,25.0,9
4897,Al Horford,81,31.4,10.4,2007,3.0,0
4898,Al Jefferson,82,35.6,14.7,2007,15.0,3
4899,Al Thornton,79,27.3,8.3,2007,14.0,0
4900,Alando Tucker,6,8.0,7.9,2007,29.0,0
4901,Alexander Johnson,43,12.8,4.5,2007,45.0,1
4902,Allen Iverson,82,41.8,13.6,2007,1.0,11
4904,Amar'e Stoudemire,79,33.9,16.8,2007,9.0,5
4905,Amir Johnson,62,12.3,10.8,2007,56.0,2
4906,Anderson Varejao,48,27.5,9.3,2007,30.0,3
4907,Andray Blatche,82,20.4,8.4,2007,49.0,2
4910,Andre Iguodala,82,39.5,13.3,2007,9.0,3
4911,Andre Miller,82,36.8,13.0,2007,8.0,8
4913,Andrea Bargnani,78,23.9,6.1,2007,1.0,1
4914,Andrei Kirilenko,72,30.8,10.4,2007,24.0,8
4916,Andrew Bogut,78,34.9,11.3,2007,1.0,2
4917,Andrew Bynum,35,28.8,15.4,2007,10.0,2
4918,Andris Biedrins,76,27.3,12.1,2007,11.0,3
4920,Antawn Jamison,79,38.7,13.3,2007,4.0,9
4922,Anthony Johnson,69,22.2,8.3,2007,39.0,10
4923,Anthony Parker,82,32.1,9.3,2007,21.0,10
4924,Antoine Walker,46,19.4,6.9,2007,6.0,11
4925,Antoine Wright,56,22.0,5.5,2007,15.0,2
4926,Antonio Daniels,71,30.4,9.9,2007,4.0,10
4928,Arron Afflalo,75,12.9,7.3,2007,27.0,0
4929,Austin Croshere,44,10.4,8.8,2007,12.0,10
4931,Baron Davis,82,39.0,12.2,2007,3.0,8
4932,Ben Gordon,72,31.8,11.2,2007,3.0,3
4934,Beno Udrih,65,32.0,9.7,2007,28.0,3
4938,Bobby Jackson,72,19.3,10.1,2007,23.0,10
4939,Bobby Jones,47,11.3,6.0,2007,37.0,1
4940,Bobby Simmons,70,21.7,6.7,2007,41.0,6
4941,Bonzi Wells,73,21.4,10.2,2007,11.0,9
4942,Boris Diaw,82,28.1,8.9,2007,21.0,4
4943,Bostjan Nachbar,75,22.1,8.5,2007,15.0,5
4945,Brandan Wright,38,9.9,10.6,2007,8.0,0
4946,Brandon Bass,79,19.7,10.8,2007,33.0,2
4947,Brandon Roy,74,37.7,13.4,2007,6.0,1
4948,Brendan Haywood,80,27.8,9.8,2007,20.0,6
4950,Brevin Knight,74,22.6,8.5,2007,16.0,10
4951,Brian Cardinal,37,11.9,4.4,2007,44.0,7
4952,Brian Cook,51,12.3,4.9,2007,24.0,4
4953,Brian Scalabrine,48,10.7,3.5,2007,34.0,6
4954,Brian Skinner,66,12.8,7.1,2007,22.0,9
4957,CJ Miles,60,11.5,8.3,2007,34.0,2
4958,Calvin Booth,31,6.6,3.7,2007,35.0,8
4959,Carl Landry,42,16.9,13.1,2007,31.0,0
4961,Carlos Boozer,81,34.9,15.5,2007,34.0,5
4962,Carlos Delfino,82,23.5,9.1,2007,25.0,4
