,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
7846,Jeffery Taylor,26,24.2,2.9,2013,31.0,1
7847,Jeremy Evans,66,18.3,10.2,2013,55.0,3
7848,Jeremy Lamb,78,19.7,9.4,2013,12.0,1
7850,Jeremy Tyler,41,9.7,6.9,2013,39.0,2
7851,Jermaine O'Neal,44,20.1,10.0,2013,17.0,17
7852,Jerryd Bayless,72,23.4,7.5,2013,11.0,5
7853,Jimmer Fredette,49,10.6,11.2,2013,10.0,2
7854,Jimmy Butler,67,38.7,9.5,2013,30.0,2
7855,Joakim Noah,80,35.2,15.6,2013,9.0,6
7856,Jodie Meeks,77,33.2,8.7,2013,41.0,4
7857,Joe Johnson,79,32.6,10.6,2013,10.0,12
7859,Joel Freeland,52,14.0,7.1,2013,30.0,7
7860,John Henson,70,26.5,11.8,2013,14.0,1
7861,John Jenkins,13,12.1,4.4,2013,23.0,1
7863,John Salmons,78,22.1,5.6,2013,26.0,11
7864,John Wall,82,36.3,13.5,2013,1.0,3
7865,Jon Leuer,49,13.1,11.9,2013,40.0,2
7866,Jonas Jerebko,64,11.6,9.5,2013,39.0,4
7867,Jonas Valanciunas,81,28.2,11.3,2013,5.0,2
7868,Jordan Crawford,81,23.0,10.4,2013,27.0,3
7869,Jordan Farmar,41,22.3,10.3,2013,26.0,7
7870,Jordan Hamilton,60,17.0,9.5,2013,26.0,2
7871,Jordan Hill,72,20.8,12.9,2013,8.0,4
7874,Josh Childress,4,6.0,4.2,2013,6.0,9
7875,Josh Harrellson,32,9.9,8.3,2013,45.0,2
7876,Josh McRoberts,78,30.3,9.7,2013,37.0,6
7878,Josh Smith,77,35.5,9.0,2013,17.0,9
7879,Jrue Holiday,34,33.6,11.4,2013,17.0,4
7881,Justin Hamilton,8,9.0,5.1,2013,45.0,1
7882,Kawhi Leonard,66,29.1,13.2,2013,15.0,2
7883,Keith Bogans,6,9.2,9.5,2013,43.0,10
7884,Kelly Olynyk,70,20.0,9.0,2013,13.0,0
7885,Kemba Walker,73,35.8,12.3,2013,9.0,2
7886,Kendall Marshall,54,29.0,9.5,2013,13.0,1
7887,Kendrick Perkins,62,19.5,4.2,2013,27.0,10
7888,Kenneth Faried,80,27.2,12.6,2013,22.0,2
7890,Kentavious Caldwell-Pope,80,19.8,5.0,2013,8.0,0
7891,Kenyon Martin,32,19.8,8.1,2013,1.0,13
7892,Kevin Durant,81,38.5,20.6,2013,2.0,6
7894,Kevin Love,77,36.3,19.1,2013,5.0,5
7895,Kevin Martin,68,32.0,9.6,2013,26.0,9
7896,Kevin Seraphin,53,10.9,7.3,2013,17.0,3
7897,Khris Middleton,82,30.0,7.9,2013,39.0,1
7898,Kirk Hinrich,73,29.0,7.6,2013,7.0,10
7899,Klay Thompson,81,35.4,8.4,2013,11.0,2
7900,Kobe Bryant,6,29.5,9.7,2013,13.0,17
7901,Kosta Koufos,80,16.9,10.4,2013,23.0,5
7902,Kris Humphries,69,19.9,13.2,2013,14.0,9
7903,Kyle Korver,71,33.9,9.4,2013,51.0,10
7904,Kyle Lowry,79,36.2,13.8,2013,24.0,7
7905,Kyle O'Quinn,69,17.2,11.0,2013,49.0,1
7906,Kyle Singler,82,28.5,6.5,2013,33.0,2
7907,Kyrie Irving,71,35.2,13.0,2013,1.0,2
7908,LaMarcus Aldridge,69,36.2,15.5,2013,2.0,7
7909,Lance Stephenson,78,35.3,12.7,2013,40.0,3
7911,Landry Fields,30,10.7,6.6,2013,39.0,3
7912,Larry Sanders,23,25.4,8.4,2013,15.0,3
7913,Lavoy Allen,65,16.5,8.7,2013,50.0,2
7914,LeBron James,77,37.7,20.0,2013,1.0,10
7915,Leandro Barbosa,20,18.4,8.7,2013,28.0,10
7916,Lorenzo Brown,26,8.6,6.3,2013,52.0,0
7918,Lou Williams,60,24.1,9.6,2013,45.0,8
7919,Luc Mbah a Moute,64,15.7,5.4,2013,37.0,5
7920,Luis Scola,82,17.1,11.5,2013,55.0,11
7921,Luke Babbitt,27,17.5,7.2,2013,16.0,3
7922,Luke Ridnour,61,18.7,6.3,2013,14.0,10
7923,Luol Deng,63,35.1,10.7,2013,7.0,9
7927,Manu Ginobili,68,22.8,13.2,2013,57.0,14
7928,MarShon Brooks,35,9.0,10.8,2013,25.0,2
7929,Marc Gasol,59,33.4,13.1,2013,48.0,6
7930,Marcin Gortat,81,32.8,12.5,2013,57.0,8
7931,Marco Belinelli,80,25.2,10.0,2013,18.0,6
7932,Marcus Morris Sr.,82,21.9,9.6,2013,14.0,2
7933,Marcus Thornton,72,24.2,7.4,2013,45.0,-2
7934,Mario Chalmers,73,29.8,8.5,2013,34.0,5
7935,Markieff Morris,81,26.6,12.2,2013,13.0,2
7936,Marquis Teague,40,11.1,3.1,2013,29.0,1
7937,Marreese Speights,79,12.4,10.3,2013,16.0,5
7938,Martell Webster,78,27.7,7.4,2013,6.0,8
7939,Marvin Williams,66,25.4,8.8,2013,2.0,8
7940,Mason Plumlee,70,18.2,11.4,2013,22.0,0
7941,Matt Barnes,63,27.5,7.6,2013,45.0,11
7942,Matt Bonner,61,11.3,8.4,2013,45.0,10
7944,Maurice Harkless,80,24.4,7.1,2013,15.0,1
7945,Melvin Ely,2,13.6,-0.4,2013,12.0,11
7946,Metta World Peace,29,13.4,6.7,2013,16.0,14
7947,Meyers Leonard,40,8.9,6.3,2013,11.0,1
7948,Michael Beasley,55,15.1,10.8,2013,2.0,5
7949,Michael Carter-Williams,70,34.5,10.4,2013,11.0,0
7950,Michael Kidd-Gilchrist,62,24.2,7.5,2013,2.0,1
7951,Mike Conley,73,33.5,13.0,2013,4.0,6
7952,Mike Dunleavy,82,31.5,9.6,2013,3.0,11
7955,Mike Miller,82,20.8,9.2,2013,5.0,13
7956,Mike Muscala,20,10.7,6.5,2013,44.0,0
7957,Mike Scott,80,18.5,10.4,2013,43.0,1
7958,Miles Plumlee,80,24.5,10.1,2013,26.0,1
7961,Mo Williams,74,24.8,7.5,2013,47.0,10
7962,Monta Ellis,82,36.9,10.6,2013,40.0,8
7964,Nando De Colo,47,10.5,9.2,2013,53.0,4
7965,Nate Robinson,44,19.7,10.7,2013,21.0,8
7966,Nate Wolters,58,22.6,9.3,2013,38.0,0
7967,Nazr Mohammed,80,7.0,8.1,2013,29.0,15
7968,Nemanja Nedovic,24,5.9,-1.3,2013,30.0,0
7969,Nene,53,29.4,10.8,2013,7.0,11
7970,Nick Calathes,71,16.5,9.3,2013,45.0,4
7971,Nick Collison,81,16.7,7.3,2013,12.0,10
7972,Nick Young,64,28.3,9.2,2013,16.0,6
7973,Nicolas Batum,82,36.0,11.8,2013,25.0,5
7974,Nikola Pekovic,54,30.8,12.5,2013,31.0,5
7975,Nikola Vucevic,57,31.8,13.4,2013,16.0,2
7976,Norris Cole,82,24.6,6.2,2013,28.0,2
7977,O.J. Mayo,52,25.9,7.4,2013,3.0,5
7978,Ognjen Kuzmic,21,4.4,-1.0,2013,52.0,1
7979,Omer Asik,48,20.2,10.9,2013,36.0,5
7980,Omri Casspi,71,18.1,9.5,2013,23.0,4
7981,Orlando Johnson,45,8.7,5.1,2013,36.0,1
7983,Otto Porter Jr.,37,8.6,4.6,2013,3.0,0
7984,P.J. Tucker,81,30.7,8.8,2013,35.0,7
7986,Patrick Beverley,56,31.3,7.0,2013,42.0,4
7987,Patrick Patterson,65,23.6,9.5,2013,14.0,3
7988,Patty Mills,81,18.9,12.0,2013,55.0,4
7989,Pau Gasol,60,31.4,13.6,2013,3.0,12
7990,Paul George,80,36.2,15.7,2013,10.0,3
7991,Paul Millsap,74,33.5,13.5,2013,47.0,7
7992,Paul Pierce,75,28.0,12.0,2013,10.0,15
7994,Perry Jones III,62,12.3,6.6,2013,28.0,1
7995,Peyton Siva,24,9.3,3.3,2013,56.0,0
7997,Quincy Acy,63,13.5,6.3,2013,37.0,1
7998,Quincy Miller,52,15.2,5.2,2013,38.0,1
7999,Quincy Pondexter,15,18.0,6.0,2013,26.0,3
8000,Rajon Rondo,30,33.3,12.4,2013,21.0,7
8001,Ramon Sessions,83,26.7,11.4,2013,56.0,6
8002,Randy Foye,81,30.7,8.3,2013,7.0,7
8003,Rashard Lewis,60,16.2,6.4,2013,32.0,15
8004,Rasual Butler,50,7.6,7.9,2013,52.0,11
8005,Ray Allen,73,26.5,9.1,2013,5.0,17
8006,Ray McCallum,45,19.9,6.3,2013,36.0,0
8007,Raymond Felton,65,31.0,8.2,2013,5.0,8
8008,Reggie Bullock,43,9.2,5.5,2013,25.0,0
8010,Reggie Jackson,80,28.5,11.5,2013,24.0,2
8012,Richard Jefferson,82,27.0,7.3,2013,13.0,12
8013,Ricky Ledo,11,3.0,7.4,2013,43.0,0
8014,Ricky Rubio,82,32.2,10.5,2013,5.0,4
8015,Robbie Hummel,53,12.4,7.2,2013,58.0,1
8017,Robert Sacre,65,16.8,7.0,2013,60.0,1
8018,Robin Lopez,82,31.8,10.2,2013,15.0,5
8019,Rodney Stuckey,73,26.7,8.7,2013,15.0,6
8020,Roger Mason Jr.,25,10.4,4.6,2013,30.0,11
8021,Ronnie Brewer,24,6.7,2.7,2013,14.0,7
8023,Ronny Turiaf,31,19.5,8.9,2013,37.0,8
8024,Roy Hibbert,81,29.7,8.0,2013,17.0,5
8025,Royal Ivey,2,2.4,-30.8,2013,37.0,9
8026,Royce White,3,3.0,-7.4,2013,16.0,1
8027,Rudy Gay,73,34.7,12.4,2013,8.0,7
8028,Rudy Gobert,45,9.6,9.0,2013,27.0,0
8029,Russell Westbrook,46,30.7,16.1,2013,4.0,5
8030,Ryan Anderson,22,36.1,10.1,2013,21.0,5
8031,Ryan Gomes,5,6.9,0.0,2013,50.0,8
8032,Ryan Hollins,61,7.9,6.0,2013,50.0,7
8033,Ryan Kelly,59,22.2,7.2,2013,48.0,0
8034,Samuel Dalembert,80,20.2,10.1,2013,26.0,12
8035,Sasha Vujacic,2,5.2,4.5,2013,27.0,9
8037,Serge Ibaka,81,32.9,12.4,2013,24.0,5
8038,Sergey Karasev,22,7.1,1.0,2013,19.0,0
8040,Shabazz Muhammad,37,7.8,8.0,2013,14.0,0
8041,Shane Battier,73,20.1,4.3,2013,6.0,12
8043,Shane Larkin,48,10.2,5.3,2013,18.0,0
8044,Shannon Brown,29,8.7,2.4,2013,25.0,7
8045,Shaun Livingston,76,26.0,9.9,2013,4.0,9
8047,Shawn Marion,76,31.7,9.3,2013,9.0,14
8048,Shawne Williams,36,20.9,6.6,2013,17.0,7
8049,Shelvin Mack,73,20.4,9.6,2013,34.0,2
8050,Solomon Hill,28,8.1,6.6,2013,23.0,0
8051,Solomon Jones,11,7.7,1.6,2013,33.0,7
8052,Spencer Hawes,80,30.9,11.1,2013,10.0,6
8053,Stephen Curry,78,36.5,16.4,2013,7.0,4
8054,Stephen Jackson,9,11.9,-1.1,2013,42.0,16
8055,Steve Blake,55,27.2,8.8,2013,38.0,10
8056,Steve Nash,15,20.8,9.0,2013,15.0,17
8057,Steve Novak,54,10.0,7.1,2013,32.0,7
8058,Steven Adams,81,14.8,5.2,2013,12.0,0
8059,Taj Gibson,82,28.7,11.7,2013,26.0,4
8060,Tayshaun Prince,76,25.6,6.5,2013,23.0,11
8061,Terrence Jones,76,27.3,12.2,2013,18.0,1
8062,Terrence Ross,81,26.7,7.5,2013,8.0,1
8063,Thabo Sefolosha,61,26.0,6.9,2013,13.0,7
8064,Thaddeus Young,79,34.4,10.1,2013,12.0,6
8065,Thomas Robinson,70,12.5,9.2,2013,5.0,1
8066,Tiago Splitter,59,21.5,11.1,2013,28.0,6
8067,Tim Duncan,74,29.2,15.4,2013,1.0,16
8068,Tim Hardaway Jr.,81,23.2,7.3,2013,24.0,0
8070,Tobias Harris,61,30.3,11.6,2013,19.0,2
8071,Toney Douglas,51,13.2,5.7,2013,29.0,4
8072,Tony Allen,55,23.2,9.2,2013,25.0,9
8073,Tony Mitchell,3,3.3,16.3,2013,37.0,0
8074,Tony Mitchell,21,3.8,9.8,2013,37.0,0
8075,Tony Parker,68,29.4,12.9,2013,28.0,12
8076,Tony Snell,77,16.0,5.8,2013,20.0,0
8077,Tony Wroten,72,24.5,8.3,2013,25.0,1
8078,Tornike Shengelia,26,6.0,1.9,2013,54.0,1
8080,Travis Outlaw,63,16.9,7.1,2013,23.0,10
8081,Trevor Ariza,77,35.4,10.7,2013,43.0,9
8082,Trevor Booker,72,21.6,9.0,2013,23.0,3
8083,Trey Burke,70,32.3,8.3,2013,9.0,0
8084,Tristan Thompson,82,31.6,9.8,2013,4.0,2
8086,Ty Lawson,62,35.8,13.0,2013,18.0,4
8087,Tyler Hansbrough,64,15.3,9.0,2013,13.0,4
8088,Tyler Zeller,70,15.0,9.9,2013,17.0,1
8089,Tyreke Evans,72,28.2,12.8,2013,4.0,4
8090,Tyshawn Taylor,23,11.7,2.7,2013,41.0,1
8091,Tyson Chandler,55,30.2,11.3,2013,2.0,12
8095,Victor Claver,21,8.7,7.2,2013,22.0,4
8096,Victor Oladipo,80,31.1,9.7,2013,2.0,0
8097,Vince Carter,81,24.4,9.8,2013,5.0,15
8099,Wayne Ellington,45,8.7,6.8,2013,28.0,4
8100,Wesley Johnson,79,28.4,6.6,2013,4.0,3
8102,Will Barton,41,9.4,10.7,2013,40.0,1
8104,Willie Green,55,15.8,4.2,2013,41.0,10
8105,Wilson Chandler,62,31.1,7.7,2013,23.0,6
8106,Xavier Henry,43,21.1,7.2,2013,12.0,3
8107,Zach Randolph,79,34.2,12.8,2013,19.0,12
8108,Zaza Pachulia,53,25.0,9.0,2013,42.0,10
8109,AJ Price,26,12.4,8.9,2014,52.0,5
8110,Aaron Brooks,82,23.0,9.2,2014,26.0,7
8111,Aaron Gordon,47,17.0,7.4,2014,4.0,0
8112,Adreian Payne,32,23.1,4.7,2014,15.0,0
8113,Al Horford,76,30.5,14.5,2014,3.0,7
8114,Al Jefferson,65,30.6,14.2,2014,15.0,10
8115,Al-Farouq Aminu,74,18.5,9.1,2014,8.0,4
8117,Alec Burks,27,33.3,8.3,2014,12.0,3
8119,Alex Len,69,22.0,8.4,2014,5.0,1
8121,Alexis Ajinca,68,14.1,13.4,2014,20.0,6
8122,Allen Crabbe,51,13.4,5.1,2014,31.0,1
8124,Amar'e Stoudemire,59,21.1,13.1,2014,9.0,12
8125,Amir Johnson,75,26.4,9.3,2014,56.0,9
8126,Anderson Varejao,26,24.4,11.2,2014,30.0,10
8128,Andre Drummond,82,30.5,12.5,2014,9.0,2
8129,Andre Iguodala,77,26.9,9.0,2014,9.0,10
8130,Andre Miller,81,15.5,10.5,2014,8.0,15
8131,Andre Roberson,67,19.2,6.0,2014,26.0,1
8132,Andrea Bargnani,29,27.1,10.9,2014,1.0,8
8133,Andrei Kirilenko,7,5.2,3.0,2014,24.0,15
8134,Andrew Bogut,67,23.6,11.3,2014,1.0,9
8135,Andrew Nicholson,40,12.3,6.7,2014,19.0,2
8136,Andrew Wiggins,82,36.2,8.1,2014,1.0,0
8137,Anthony Bennett,57,15.7,7.9,2014,1.0,1
8138,Anthony Davis,68,36.1,19.2,2014,1.0,2
8141,Archie Goodwin,41,13.0,6.5,2014,29.0,1
8144,Arron Afflalo,78,32.1,6.8,2014,27.0,7
8145,Austin Daye,34,10.1,6.6,2014,15.0,5
8146,Austin Rivers,76,20.6,6.4,2014,10.0,2
8147,Avery Bradley,77,31.5,7.1,2014,19.0,4
8148,Ben Gordon,56,14.1,7.3,2014,3.0,10
8149,Ben McLemore,82,32.6,6.4,2014,7.0,1
8150,Beno Udrih,79,18.9,11.2,2014,28.0,10
8151,Bernard James,16,9.9,9.2,2014,33.0,2
8152,Bismack Biyombo,64,19.4,9.5,2014,7.0,3
8153,Blake Griffin,67,35.2,14.6,2014,1.0,5
8154,Bojan Bogdanovic,78,23.8,7.3,2014,31.0,3
8155,Boris Diaw,81,24.5,9.5,2014,21.0,11
8156,Bradley Beal,63,33.5,9.2,2014,3.0,2
8157,Brandan Wright,75,19.3,12.8,2014,8.0,7
8158,Brandon Bass,82,23.5,11.0,2014,33.0,9
8160,Brandon Jennings,41,28.6,12.7,2014,10.0,5
8161,Brandon Knight,63,32.3,12.9,2014,8.0,3
8162,Brandon Rush,33,8.2,0.5,2014,13.0,6
8163,Brendan Haywood,22,5.4,5.0,2014,20.0,13
8165,Brook Lopez,72,29.2,13.0,2014,10.0,6
8166,Bruno Caboclo,8,2.9,-4.2,2014,20.0,0
8169,C.J. Wilcox,21,4.8,5.9,2014,28.0,0
8170,CJ McCollum,62,15.7,7.9,2014,10.0,1
8171,CJ Miles,70,26.3,9.1,2014,34.0,9
8172,Cameron Bairstow,18,3.5,-1.9,2014,49.0,0
8173,Carl Landry,70,17.0,9.6,2014,31.0,7
8174,Carlos Boozer,71,23.8,11.5,2014,34.0,12
8175,Carmelo Anthony,40,35.7,14.0,2014,3.0,11
8176,Caron Butler,78,20.8,6.5,2014,10.0,12
8178,Chandler Parsons,66,33.1,10.5,2014,38.0,3
8179,Channing Frye,75,24.9,6.2,2014,8.0,9
8180,Charlie Villanueva,64,10.6,10.4,2014,7.0,9
8181,Chase Budinger,67,19.2,8.6,2014,44.0,5
8183,Chris Bosh,44,35.4,14.3,2014,4.0,11
8185,Chris Douglas-Roberts,12,8.5,1.6,2014,40.0,6
8187,Chris Kaman,74,18.9,12.4,2014,6.0,11
8188,Chris Paul,82,34.8,17.3,2014,4.0,9
8190,Cleanthony Early,39,16.6,5.8,2014,34.0,0
8191,Clint Capela,12,7.5,6.0,2014,25.0,0
8192,Cody Zeller,62,24.0,10.0,2014,4.0,1
8193,Cole Aldrich,61,16.0,13.3,2014,11.0,4
8194,Corey Brewer,80,26.1,8.8,2014,7.0,7
8195,Cory Jefferson,50,10.6,8.7,2014,60.0,0
8196,Cory Joseph,79,18.3,11.0,2014,29.0,3
8197,Courtney Lee,77,30.6,7.2,2014,22.0,6
8198,D.J. Augustin,82,23.9,10.0,2014,9.0,6
8199,Dahntay Jones,33,3.7,-1.1,2014,20.0,11
8200,Damian Lillard,82,35.7,13.7,2014,6.0,2
8202,Danilo Gallinari,59,24.2,11.3,2014,6.0,6
8203,Danny Granger,30,20.4,5.0,2014,17.0,9
8204,Danny Green,81,28.5,10.4,2014,46.0,5
8205,Dante Cunningham,66,25.0,5.9,2014,33.0,5
8206,Dante Exum,82,22.2,3.7,2014,5.0,0
8207,Darius Miller,5,8.7,-8.3,2014,46.0,2
8208,Darius Morris,38,7.9,4.9,2014,41.0,3
8209,Darrell Arthur,58,17.0,6.7,2014,27.0,6
8210,Darren Collison,45,34.8,12.0,2014,21.0,5
8211,David Lee,49,18.5,12.1,2014,30.0,9
8214,David West,66,28.7,12.1,2014,18.0,11
8215,DeAndre Jordan,82,34.4,13.2,2014,35.0,6
8216,DeJuan Blair,29,6.2,5.1,2014,37.0,5
8217,DeMar DeRozan,60,35.0,11.5,2014,9.0,5
8218,DeMarcus Cousins,59,34.1,18.0,2014,5.0,4
8219,DeMarre Carroll,70,31.3,9.9,2014,27.0,5
8220,Dennis Schroder,77,19.7,11.3,2014,17.0,1
8221,Deron Williams,68,31.1,10.6,2014,3.0,9
8222,Derrick Favors,74,30.8,13.8,2014,3.0,4
8223,Derrick Rose,51,30.0,10.6,2014,1.0,6
8224,Derrick Williams,74,19.8,8.2,2014,2.0,3
8225,Devin Harris,76,22.2,9.2,2014,5.0,10
8226,Devyn Marble,16,13.0,3.5,2014,56.0,0
8228,Dion Waiters,80,27.6,6.2,2014,4.0,2
8229,Dirk Nowitzki,77,29.6,13.3,2014,9.0,16
8231,Donatas Motiejunas,71,28.7,9.7,2014,20.0,3
8232,Dorell Wright,48,12.3,9.0,2014,19.0,10
8233,Doug McDermott,36,8.9,4.4,2014,11.0,0
8234,Draymond Green,79,31.5,11.2,2014,35.0,2
8235,Drew Gooden,51,16.9,8.6,2014,4.0,12
8238,Dwight Howard,41,29.8,14.1,2014,1.0,10
8239,Dwight Powell,29,8.2,6.8,2014,45.0,0
8240,Dwyane Wade,62,31.8,14.1,2014,5.0,11
8241,E'Twaun Moore,56,9.0,6.0,2014,55.0,3
8243,Earl Clark,10,9.3,5.4,2014,14.0,5
8244,Ed Davis,79,23.3,12.1,2014,13.0,4
8245,Ekpe Udoh,33,3.9,7.0,2014,6.0,4
8246,Elfrid Payton,82,30.3,9.0,2014,10.0,0
8248,Elliot Williams,13,9.1,4.9,2014,22.0,4
8249,Elton Brand,36,13.5,5.9,2014,1.0,15
8250,Enes Freedom,75,28.5,12.4,2014,3.0,3
8251,Eric Bledsoe,81,34.6,13.0,2014,18.0,4
8252,Eric Gordon,61,33.1,7.6,2014,7.0,6
8254,Erick Green,43,9.5,6.3,2014,46.0,1
8255,Ersan Ilyasova,58,22.7,10.6,2014,36.0,9
8256,Evan Fournier,58,28.6,7.6,2014,20.0,2
8257,Evan Turner,82,27.6,11.0,2014,2.0,4
8258,Festus Ezeli,46,10.9,9.1,2014,30.0,2
8259,Francisco Garcia,14,14.3,1.5,2014,23.0,9
8260,Furkan Aldemir,41,13.2,6.6,2014,53.0,2
8263,Gary Harris,55,13.1,1.7,2014,19.0,0
8265,George Hill,43,29.5,15.1,2014,26.0,6
8266,Gerald Green,74,19.5,9.3,2014,18.0,9
8267,Gerald Henderson,80,28.9,9.4,2014,12.0,5
8268,Gerald Wallace,32,8.9,4.5,2014,25.0,13
8269,Giannis Antetokounmpo,81,31.4,11.1,2014,15.0,1
8271,Glen Davis,74,12.2,6.6,2014,35.0,7
8272,Glen Rice,5,8.5,-11.3,2014,35.0,1
8273,Glenn Robinson III,35,7.5,5.3,2014,40.0,0
8274,Goran Dragic,78,33.8,11.1,2014,45.0,6
8275,Gordon Hayward,76,34.4,13.9,2014,9.0,4
8276,Gorgui Dieng,73,30.0,11.2,2014,21.0,1
8277,Grant Jerrett,8,6.4,-1.8,2014,40.0,1
8278,Greg Monroe,69,31.0,15.0,2014,7.0,4
8281,Greivis Vasquez,82,24.3,8.6,2014,28.0,4
8282,Harrison Barnes,82,28.3,8.9,2014,7.0,2
8283,Hassan Whiteside,48,23.8,17.3,2014,33.0,4
8284,Hedo Turkoglu,62,11.4,7.4,2014,16.0,14
8286,Henry Walker,24,26.1,4.9,2014,47.0,6
8289,Ian Mahinmi,61,18.8,7.3,2014,28.0,9
8290,Iman Shumpert,62,24.9,7.7,2014,17.0,3
8291,Isaiah Canaan,47,20.0,8.5,2014,34.0,1
8292,Isaiah Thomas,67,25.8,12.9,2014,60.0,3
8295,JJ Hickson,73,19.3,10.0,2014,19.0,6
8296,JJ Redick,78,30.9,9.6,2014,11.0,8
8297,JR Smith,70,29.7,8.3,2014,18.0,10
8300,JaVale McGee,23,11.1,8.6,2014,18.0,6
8302,Jabari Parker,25,29.5,10.0,2014,2.0,0
8304,Jae Crowder,82,20.1,9.2,2014,34.0,2
8305,Jamaal Franklin,3,4.4,0.0,2014,41.0,1
8306,Jamal Crawford,64,26.6,10.3,2014,8.0,14
8307,Jameer Nelson,63,22.3,8.1,2014,20.0,10
8308,James Ennis III,62,17.0,8.1,2014,50.0,1
8309,James Harden,81,36.8,18.4,2014,3.0,5
8310,James Johnson,70,19.6,11.5,2014,16.0,5
8311,James Jones,57,11.7,5.6,2014,49.0,11
8313,James Young,31,10.7,5.0,2014,17.0,0
8315,Jared Cunningham,19,4.7,3.3,2014,24.0,2
8316,Jared Dudley,72,23.8,9.1,2014,22.0,7
8317,Jared Sullinger,58,27.0,12.0,2014,21.0,2
8318,Jarnell Stokes,19,6.6,9.5,2014,35.0,0
8319,Jarrett Jack,80,28.0,11.0,2014,22.0,9
8320,Jason Maxiell,61,14.4,5.8,2014,26.0,9
8321,Jason Richardson,19,21.9,9.2,2014,5.0,13
8322,Jason Smith,82,21.8,7.6,2014,20.0,7
8323,Jason Terry,77,21.3,7.7,2014,10.0,15
8324,Jason Thompson,81,24.6,7.2,2014,12.0,6
8326,Jeff Ayres,51,7.5,9.6,2014,31.0,5
8327,Jeff Green,78,31.5,9.5,2014,5.0,7
8328,Jeff Teague,73,30.5,13.3,2014,19.0,5
8329,Jeff Withey,37,7.0,9.8,2014,39.0,1
8330,Jeffery Taylor,29,14.8,4.9,2014,31.0,2
8331,Jerami Grant,65,21.2,4.7,2014,39.0,0
8333,Jeremy Evans,38,7.0,14.0,2014,55.0,4
8334,Jeremy Lamb,47,13.5,11.9,2014,12.0,2
8336,Jerome Jordan,44,8.7,9.3,2014,44.0,4
8338,Jerryd Bayless,77,22.3,9.0,2014,11.0,6
8339,Jimmer Fredette,50,10.2,6.2,2014,10.0,3
8340,Jimmy Butler,65,38.7,13.8,2014,30.0,3
8341,Joakim Noah,67,30.6,11.1,2014,9.0,7
8342,Jodie Meeks,60,24.4,8.7,2014,41.0,5
8343,Joe Harris,51,9.7,2.2,2014,33.0,0
8345,Joe Johnson,80,34.9,10.1,2014,10.0,13
8347,Joel Freeland,48,12.8,8.2,2014,30.0,8
8348,Joey Dorsey,69,12.4,5.8,2014,33.0,6
8349,Joffrey Lauvergne,24,11.2,6.3,2014,55.0,1
8350,John Henson,67,18.3,11.2,2014,14.0,2
8351,John Jenkins,24,12.4,11.7,2014,23.0,2
8353,John Salmons,21,12.8,2.4,2014,26.0,12
8354,John Wall,79,35.9,15.1,2014,1.0,4
8355,Johnny O'Bryant III,34,10.8,1.2,2014,36.0,0
8356,Jon Leuer,63,13.1,9.3,2014,40.0,3
8357,Jonas Jerebko,75,16.4,10.0,2014,39.0,5
8358,Jonas Valanciunas,80,26.2,13.4,2014,5.0,3
8359,Jordan Adams,30,8.3,7.2,2014,22.0,0
8360,Jordan Clarkson,59,25.0,10.9,2014,46.0,0
8361,Jordan Farmar,36,14.7,6.4,2014,26.0,8
8362,Jordan Hamilton,14,8.7,5.3,2014,26.0,3
8363,Jordan Hill,70,26.8,10.8,2014,8.0,5
8366,Josh McRoberts,17,17.4,7.4,2014,37.0,7
8367,Josh Smith,83,27.7,9.7,2014,17.0,10
8368,Jrue Holiday,40,32.6,11.1,2014,17.0,5
8369,Julius Randle,1,13.6,-24.2,2014,7.0,0
8370,Justin Hamilton,41,17.4,8.4,2014,45.0,2
8372,Jusuf Nurkic,62,17.8,8.8,2014,16.0,0
8373,KJ McDaniels,62,21.8,6.7,2014,32.0,0
8375,Kawhi Leonard,64,31.8,14.8,2014,15.0,3
8376,Kelly Olynyk,64,22.2,9.4,2014,13.0,1
8377,Kemba Walker,62,34.2,12.1,2014,9.0,3
8378,Kendall Marshall,28,14.9,9.3,2014,13.0,2
8379,Kendrick Perkins,68,16.9,5.1,2014,27.0,11
8380,Kenneth Faried,75,27.8,11.6,2014,22.0,3
8382,Kentavious Caldwell-Pope,82,31.5,6.5,2014,8.0,1
8383,Kenyon Martin,11,9.5,5.6,2014,1.0,14
8384,Kevin Durant,27,33.8,19.4,2014,2.0,7
8386,Kevin Love,75,33.8,13.5,2014,5.0,6
8387,Kevin Martin,39,33.4,10.5,2014,26.0,10
8388,Kevin Seraphin,79,15.6,8.6,2014,17.0,4
8389,Khris Middleton,79,30.1,11.6,2014,39.0,2
8390,Kirk Hinrich,66,24.4,4.1,2014,7.0,11
8391,Klay Thompson,77,31.9,12.6,2014,11.0,3
8392,Kobe Bryant,35,34.5,11.8,2014,13.0,18
8393,Kosta Koufos,81,16.6,11.1,2014,23.0,6
8394,Kostas Papanikolaou,43,18.5,5.6,2014,48.0,2
8395,Kris Humphries,64,21.0,11.9,2014,14.0,10
8396,Kyle Anderson,33,10.9,7.1,2014,30.0,0
8397,Kyle Korver,75,32.2,9.7,2014,51.0,11
8398,Kyle Lowry,70,34.5,12.6,2014,24.0,8
8399,Kyle O'Quinn,51,16.2,10.1,2014,49.0,2
8400,Kyle Singler,80,21.8,4.8,2014,33.0,3
