,name,salary,year,position,GP,MIN,PIE,overall,yearsAfter,norm_sal
3358,Jordan Crawford,1042320,2010,Shooting Guard and Point Guard,42,24.4,7.8,27.0,0,0.0420184429327286
3359,Dante Cunningham,762195,2010,Power Forward and Small Forward,78,21.0,6.4,33.0,1,0.0307259259259259
3360,Stephen Curry,2913840,2010,Point Guard,74,33.6,12.1,7.0,1,0.1174639455782313
3361,Samuel Dalembert,13428129,2010,Center,80,24.2,10.0,26.0,9,0.5413203930461074
3362,Erick Dampier,1129469,2010,Center,51,16.0,6.3,10.0,14,0.0455316301335348
3363,Baron Davis,13000000,2010,Point Guard,58,28.4,11.6,3.0,11,0.5240614764424288
3364,Ed Davis,1919160,2010,Center and Power Forward,65,24.6,9.8,13.0,0,0.0773659863945578
3365,Glen Davis,3300000,2010,Power Forward and Center,78,29.5,9.2,35.0,3,0.1330309901738473
3366,Austin Daye,1803720,2010,Small Forward,72,20.1,7.8,15.0,1,0.072712320483749
3367,Carlos Delfino,3500000,2010,Shooting Guard and Small Forward,49,32.5,10.0,25.0,7,0.1410934744268077
3368,Luol Deng,11345000,2010,Power Forward and Small Forward,82,39.1,11.2,7.0,6,0.4573444192491812
3369,DeMar DeRozan,2453880,2010,Shooting Guard,82,34.8,8.7,9.0,1,0.0989218442932728
3370,Boris Diaw,9000000,2010,Power Forward and Shooting Guard,82,33.9,10.0,21.0,7,0.3628117913832199
3371,Ike Diogu,608772,2010,Power Forward,36,13.0,9.1,9.0,5,0.0245410733182161
3372,DeSagana Diop,6478600,2010,Power Forward and Center,16,11.3,2.1,8.0,9,0.2611680524061476
3373,Keyon Dooling,2000000,2010,Shooting Guard and Point Guard,80,22.0,8.6,10.0,10,0.0806248425296044
3374,Joey Dorsey,854389,2010,Power Forward and Center,43,12.1,9.1,33.0,2,0.0344424892920131
3375,Toney Douglas,1071000,2010,Point Guard and Shooting Guard,81,24.3,9.9,29.0,1,0.0431746031746031
3376,Chris Douglas-Roberts,854389,2010,Small Forward and Shooting Guard,44,20.1,8.1,40.0,2,0.0344424892920131
3377,Goran Dragic,1972000,2010,Point Guard and Shooting Guard,70,17.6,8.9,45.0,2,0.0794960947341899
3378,Jared Dudley,2151068,2010,Small Forward and Power Forward and Shooting Guard,82,26.1,9.7,22.0,3,0.0867147593852355
3379,Chris Duhon,3500000,2010,Point Guard,51,15.2,5.6,38.0,6,0.1410934744268077
3380,Tim Duncan,18700000,2010,Center and Power Forward,76,28.4,15.4,1.0,13,0.7538422776518015
3381,Mike Dunleavy,10561984,2010,Small Forward and Shooting Guard and Power Forward,61,27.6,10.7,3.0,8,0.4257791484001008
3382,Kevin Durant,6053663,2010,Power Forward and Small Forward and Shooting Guard,78,38.9,15.9,2.0,3,0.2440378130511463
3383,Devin Ebanks,473604,2010,Shooting Guard and Small Forward,20,5.9,11.2,43.0,0,0.0190921239606953
3384,Wayne Ellington,1078800,2010,Shooting Guard,62,19.1,5.4,28.0,1,0.0434890400604686
3385,Monta Ellis,11000000,2010,Shooting Guard,80,40.3,11.5,40.0,5,0.4434366339128244
3386,Francisco Elson,1146337,2010,Center,62,9.8,6.6,41.0,11,0.0462116200554295
3387,Melvin Ely,1223166,2010,Power Forward and Center,30,12.2,4.4,12.0,8,0.049308783068783
3388,Semih Erden,473604,2010,Center,41,14.5,5.7,60.0,2,0.0190921239606953
3389,Jeremy Evans,473604,2010,Power Forward and Small Forward,49,9.4,12.8,55.0,0,0.0190921239606953
3390,Tyreke Evans,3880920,2010,Small Forward and Shooting Guard and Point Guard,57,37.0,10.9,4.0,1,0.1564492819349962
3391,Christian Eyenga,1020960,2010,Small Forward,44,21.5,5.5,30.0,1,0.0411573696145124
3392,Jordan Farmar,3750000,2010,Point Guard,73,24.6,10.8,26.0,4,0.1511715797430083
3393,Derrick Favors,4133280,2010,Center and Power Forward,78,19.7,7.9,3.0,0,0.1666225245653817
3394,Raymond Felton,7500000,2010,Point Guard and Shooting Guard,75,36.5,11.5,5.0,5,0.3023431594860166
3395,Rudy Fernandez,1246680,2010,Shooting Guard,78,23.3,8.9,24.0,3,0.0502566893424036
3396,Kyrylo Fesenko,1087500,2010,Center,53,8.6,2.4,38.0,3,0.0438397581254724
3397,Landry Fields,473604,2010,Shooting Guard and Small Forward,82,31.0,9.8,39.0,0,0.0190921239606953
3398,Derek Fisher,3700000,2010,Point Guard and Shooting Guard,82,28.0,5.2,24.0,14,0.1491559586797682
3399,Jonny Flynn,3192000,2010,Point Guard,53,18.5,5.7,6.0,1,0.1286772486772486
3400,T.J. Ford,8500000,2010,Point Guard,41,18.9,8.3,8.0,7,0.3426555807508188
3401,Jeff Foster,6655000,2010,Center,56,16.8,9.8,21.0,11,0.2682791635172588
3402,Randy Foye,4250000,2010,Point Guard and Shooting Guard,63,24.6,7.3,7.0,4,0.1713277903754094
3403,Channing Frye,5200000,2010,Center and Power Forward,77,33.0,8.5,8.0,5,0.2096245905769715
3404,Dan Gadzuric,7248325,2010,Center and Power Forward,42,11.0,3.1,33.0,8,0.2921975308641975
3405,Danilo Gallinari,3304560,2010,Small Forward and Shooting Guard and Power Forward,62,33.9,9.8,6.0,2,0.1332148148148148
3406,Francisco Garcia,5500000,2010,Small Forward and Shooting Guard,58,23.9,8.1,23.0,5,0.2217183169564122
3407,Marc Gasol,3480000,2010,Center,81,31.9,11.2,48.0,3,0.1402872260015117
3408,Pau Gasol,17823000,2010,Center and Power Forward,82,37.0,15.9,3.0,9,0.7184882842025699
3409,Rudy Gay,13603750,2010,Power Forward and Small Forward,54,39.8,12.2,8.0,4,0.5484001007810532
3410,Paul George,2238360,2010,Small Forward and Shooting Guard,61,20.7,9.3,10.0,0,0.0902337112622826
3411,Daniel Gibson,4015334,2010,Shooting Guard and Point Guard,67,27.8,8.8,42.0,4,0.1618678357268833
3412,Taj Gibson,1117680,2010,Power Forward,80,21.8,9.4,26.0,1,0.0450563869992441
3413,Manu Ginobili,11854584,2010,Shooting Guard,80,30.3,13.8,57.0,11,0.4778869841269841
3414,Ryan Gomes,4000000,2010,Power Forward and Small Forward,76,27.6,5.8,50.0,5,0.1612496850592088
3415,Drew Gooden,5760000,2010,Small Forward and Center and Power Forward,35,24.6,11.6,4.0,8,0.2321995464852607
3416,Ben Gordon,10800000,2010,Shooting Guard,82,26.0,7.5,3.0,6,0.4353741496598639
3417,Eric Gordon,3016680,2010,Shooting Guard and Point Guard,56,37.7,11.8,7.0,2,0.1216096749811035
3418,Marcin Gortat,6322320,2010,Power Forward and Center,80,25.4,13.2,57.0,5,0.2548680272108843
3419,Joey Graham,992680,2010,Small Forward,39,15.0,5.7,16.0,5,0.0400173343411438
3420,Danny Granger,10973202,2010,Small Forward,79,35.0,11.8,17.0,5,0.4423563416477702
3421,Aaron Gray,1028840,2010,Center,41,12.9,6.5,49.0,3,0.0414750314940791
3422,Danny Green,94154,2010,Shooting Guard,8,11.4,10.3,46.0,1,0.0037955757117661
3423,Jeff Green,4455988,2010,Small Forward and Power Forward,75,32.4,8.4,5.0,3,0.1796316654069035
3424,Willie Green,3976000,2010,Shooting Guard,77,21.7,7.3,41.0,7,0.1602821869488536
3425,Donte Greene,1116840,2010,Small Forward and Power Forward,69,16.3,5.6,28.0,2,0.0450225245653817
3426,Orien Greene,52066,2010,Point Guard and Shooting Guard,3,1.8,17.6,53.0,5,0.0020989065255731
3427,Blake Griffin,5357280,2010,Power Forward,82,37.9,16.0,1.0,1,0.2159649281934996
3428,Richard Hamilton,12500000,2010,Small Forward and Shooting Guard,55,27.2,9.6,7.0,11,0.5039052658100277
3429,Tyler Hansbrough,1998600,2010,Power Forward,70,21.9,10.5,13.0,1,0.0805684051398337
3430,Luke Harangody,473604,2010,Power Forward,49,13.1,6.9,52.0,0,0.0190921239606953
3431,James Harden,4304520,2010,Shooting Guard and Point Guard,82,26.7,10.8,3.0,1,0.1735256235827664
3432,Al Harrington,5765000,2010,Power Forward and Center and Small Forward,73,22.8,7.8,25.0,12,0.2324011085915847
3433,Devin Harris,8981000,2010,Point Guard and Shooting Guard,71,31.7,12.1,5.0,6,0.3620458553791887
3434,Spencer Hawes,2974320,2010,Power Forward and Center,81,21.2,8.5,10.0,3,0.1199020408163265
3435,Gordon Hayward,2356320,2010,Power Forward and Small Forward,72,16.9,6.8,9.0,0,0.0949889644746787
3436,Lazar Hayward,1020960,2010,Small Forward,42,10.0,6.1,30.0,0,0.0411573696145124
3437,Brendan Haywood,6900000,2010,Center,72,18.5,6.6,20.0,9,0.2781557067271353
3438,Luther Head,992680,2010,Point Guard and Shooting Guard,36,16.3,8.3,24.0,5,0.0400173343411438
3439,Gerald Henderson,2103840,2010,Shooting Guard,68,24.4,9.0,12.0,1,0.0848108843537415
3440,Xavier Henry,2020200,2010,Small Forward and Shooting Guard,38,13.9,3.3,12.0,0,0.0814391534391534
3441,Roy Hibbert,1685280,2010,Center,81,27.7,10.6,17.0,2,0.0679377173091458
3442,Nene,11360000,2010,Power Forward and Center,75,30.5,13.2,7.0,8,0.4579491055681532
3443,George Hill,1157160,2010,Point Guard,76,28.3,9.6,26.0,2,0.0466479213907785
3444,Jordan Hill,2669520,2010,Center and Power Forward,72,15.6,7.4,8.0,1,0.1076148148148148
3445,Kirk Hinrich,9000000,2010,Point Guard and Shooting Guard,72,30.0,8.6,7.0,7,0.3628117913832199
3446,Jrue Holiday,1627920,2010,Point Guard and Shooting Guard,82,35.4,10.5,17.0,1,0.0656253968253968
3447,Ryan Hollins,2333333,2010,Center and Power Forward,70,16.9,4.7,50.0,4,0.0940623028470647
3448,Al Horford,5444857,2010,Center,77,35.1,15.0,3.0,3,0.2194953691106072
3449,Eddie House,1352181,2010,Shooting Guard and Point Guard,56,17.5,8.5,37.0,10,0.0545096900982615
3450,Dwight Howard,16647180,2010,Power Forward and Center,78,37.6,18.4,1.0,6,0.6710881330309901
3451,Josh Howard,3000000,2010,Small Forward,18,22.7,6.0,29.0,7,0.1209372637944066
3452,Lester Hudson,192791,2010,Shooting Guard and Point Guard,11,6.7,4.3,58.0,1,0.0077718720080624
3453,Kris Humphries,3200000,2010,Small Forward and Power Forward,74,27.8,13.8,14.0,6,0.1289997480473671
3454,Serge Ibaka,1204200,2010,Power Forward and Center,82,27.0,10.9,24.0,2,0.0485442176870748
3455,Andre Iguodala,12345250,2010,Small Forward and Shooting Guard,67,36.8,12.6,9.0,6,0.4976669186192995
3456,Zydrunas Ilgauskas,1352181,2010,Center,72,15.9,6.5,20.0,14,0.0545096900982615
3457,Ersan Ilyasova,2320500,2010,Power Forward,60,25.1,10.4,36.0,5,0.0935449735449735
3458,Royal Ivey,1200000,2010,Shooting Guard and Point Guard,25,6.2,5.4,37.0,6,0.0483749055177626
3459,Jarrett Jack,4600000,2010,Shooting Guard and Point Guard,83,20.8,10.9,22.0,5,0.1854371378180902
3460,Darnell Jackson,854389,2010,Power Forward,59,8.2,6.4,52.0,2,0.0344424892920131
3461,Stephen Jackson,8453250,2010,Small Forward and Shooting Guard and Power Forward,67,35.9,10.0,42.0,13,0.3407709750566893
3462,Damion James,1156320,2010,Small Forward,25,16.1,7.7,24.0,0,0.0466140589569161
3463,LeBron James,14500000,2010,Shooting Guard and Small Forward and Power Forward,79,38.8,20.1,1.0,7,0.5845301083396321
3464,Antawn Jamison,13358905,2010,Power Forward and Small Forward,56,32.9,10.7,4.0,12,0.5385298059964727
3465,Al Jefferson,13000000,2010,Power Forward and Center,82,35.9,13.4,15.0,6,0.5240614764424288
3466,Richard Jefferson,8400000,2010,Small Forward,81,30.4,7.9,13.0,9,0.3386243386243386
3467,Jared Jeffries,6883800,2010,Small Forward and Power Forward,42,14.3,3.0,11.0,8,0.2775026455026455
3468,Brandon Jennings,2331120,2010,Point Guard,63,34.4,11.3,10.0,1,0.0939730914588057
3469,Yi Jianlian,4050499,2010,Power Forward,63,17.6,6.3,6.0,3,0.1632854220206601
3470,Amir Johnson,5000000,2010,Center and Small Forward and Power Forward,72,25.7,9.7,56.0,5,0.2015621063240111
3471,Armon Johnson,473604,2010,Point Guard,38,7.3,7.7,34.0,0,0.0190921239606953
3472,James Johnson,1713600,2010,Power Forward and Small Forward,38,21.6,7.9,16.0,1,0.069079365079365
3473,Joe Johnson,16324500,2010,Shooting Guard and Small Forward,72,35.5,11.2,10.0,9,0.6580801209372638
3474,Wesley Johnson,3726600,2010,Shooting Guard and Small Forward,79,26.2,6.0,4.0,0,0.1502282690854119
3475,Dahntay Jones,2500000,2010,Small Forward and Shooting Guard,45,13.1,9.8,20.0,7,0.1007810531620055
3476,Dominique Jones,1110120,2010,Point Guard and Shooting Guard,18,7.5,9.6,25.0,0,0.0447516250944822
3477,James Jones,1069509,2010,Shooting Guard and Small Forward,81,19.1,7.0,49.0,7,0.0431144973544973
3478,Solomon Jones,1500000,2010,Center and Power Forward,39,13.5,3.8,33.0,4,0.0604686318972033
3479,DeAndre Jordan,854389,2010,Center,80,25.6,8.7,35.0,2,0.0344424892920131
3480,Chris Kaman,11800000,2010,Center,32,26.2,12.1,6.0,7,0.4756865709246661
3481,Jason Kapono,6641440,2010,Small Forward and Shooting Guard,24,4.6,1.1,31.0,7,0.267732527084908
3482,Andrei Kirilenko,17823000,2010,Small Forward and Power Forward,64,31.2,10.7,24.0,11,0.7184882842025699
3483,Linas Kleiza,4995000,2010,Small Forward and Power Forward,39,26.5,6.6,27.0,5,0.201360544217687
3484,Kyle Korver,5000000,2010,Small Forward and Shooting Guard and Power Forward,82,20.1,8.9,51.0,7,0.2015621063240111
3485,Kosta Koufos,1352640,2010,Center,50,8.7,6.2,23.0,2,0.054528193499622
3486,Nenad Krstic,5543116,2010,Center and Power Forward,71,22.1,7.4,24.0,8,0.2234564273116654
3487,Carl Landry,3000000,2010,Power Forward,76,26.4,8.5,31.0,3,0.1209372637944066
3488,Acie Law,656030,2010,Point Guard,51,14.2,7.0,11.0,3,0.0264461577223482
3489,Acie Law,203057,2010,Point Guard,51,14.2,7.0,11.0,3,0.0264461577223482
3490,Gani Lawal,473640,2010,Power Forward,1,1.9,-40.0,46.0,0,0.0190935752078609
3491,Ty Lawson,1546560,2010,Point Guard,80,26.3,11.4,18.0,1,0.0623455782312925
3492,Courtney Lee,1409040,2010,Shooting Guard,81,21.3,8.4,22.0,2,0.0568018140589569
3493,David Lee,10800000,2010,Power Forward and Center and Small Forward,73,36.1,11.9,30.0,5,0.4353741496598639
3494,Rashard Lewis,19573711,2010,Small Forward and Power Forward,57,32.0,8.1,32.0,12,0.7890636835474931
3495,Shaun Livingston,3500000,2010,Shooting Guard and Point Guard,73,17.3,11.5,4.0,6,0.1410934744268077
3496,Brook Lopez,2413320,2010,Center,82,35.2,11.4,10.0,2,0.0972867724867724
3497,Robin Lopez,1867320,2010,Center,67,14.8,6.8,15.0,2,0.0752761904761904
3498,Kevin Love,3638280,2010,Center and Power Forward,73,35.8,18.4,5.0,2,0.1466678760393046
3499,Kyle Lowry,5750000,2010,Point Guard,75,34.2,10.7,24.0,4,0.2317964222726127
3500,Corey Maggette,9600000,2010,Power Forward and Shooting Guard and Small Forward,67,20.9,11.0,13.0,11,0.3869992441421013
3501,Jamaal Magloire,1229255,2010,Center,18,8.8,10.0,19.0,10,0.0495542454018644
3502,Ian Mahinmi,762196,2010,Center,56,8.7,6.9,28.0,5,0.0307259662383471
3503,Shawn Marion,7305500,2010,Small Forward and Power Forward,80,28.2,12.3,9.0,11,0.2945023935500126
3504,Sean Marks,1264687,2010,Power Forward and Center,29,7.2,0.6,44.0,12,0.0509825951121189
3505,Kenyon Martin,16545454,2010,Power Forward and Center,48,25.7,9.5,1.0,10,0.6669873116654069
3506,Kevin Martin,11100005,2010,Point Guard and Shooting Guard,80,32.5,13.0,26.0,6,0.4474680776014109
3507,Jason Maxiell,5000000,2010,Center and Power Forward,57,16.3,4.7,26.0,5,0.2015621063240111
3508,Eric Maynor,1417800,2010,Shooting Guard and Point Guard,82,14.6,9.2,20.0,1,0.0571549508692365
3509,O.J. Mayo,4456200,2010,Shooting Guard,71,26.3,7.6,3.0,2,0.1796402116402116
3510,Luc Mbah a Moute,854389,2010,Small Forward and Power Forward,79,26.5,7.6,37.0,2,0.0344424892920131
3511,JaVale McGee,1601040,2010,Center,79,27.8,10.4,18.0,2,0.0645417989417989
3512,Tracy McGrady,1352181,2010,Shooting Guard and Small Forward,72,23.4,10.9,9.0,13,0.0545096900982615
3513,Dominic McGuire,884120,2010,Shooting Guard and Power Forward and Small Forward,52,14.6,7.7,47.0,3,0.0356410178886369
3514,Josh McRoberts,885120,2010,Center and Power Forward,72,22.2,11.1,37.0,3,0.0356813303099017
3515,Jodie Meeks,762195,2010,Shooting Guard,74,27.9,7.7,41.0,1,0.0307259259259259
3516,Darko Milicic,4325000,2010,Power Forward and Center,69,24.4,6.3,2.0,7,0.1743512219702696
3517,Andre Miller,7269264,2010,Point Guard and Shooting Guard,81,32.7,12.6,8.0,11,0.2930416326530612
3518,Mike Miller,5000000,2010,Shooting Guard and Small Forward,41,20.4,7.5,5.0,10,0.2015621063240111
3519,Patty Mills,937195,2010,Point Guard,64,12.2,8.5,55.0,1,0.0377805996472663
3520,Paul Millsap,7600000,2010,Power Forward,76,34.3,12.9,47.0,4,0.3063744016124968
3521,Yao Ming,17686100,2010,Center,5,18.1,13.3,1.0,8,0.7129695137314185
3522,Nazr Mohammed,6883800,2010,Center,75,17.1,9.1,29.0,12,0.2775026455026455
3523,Greg Monroe,2798040,2010,Power Forward and Center,80,27.8,10.8,7.0,0,0.1127957671957672
3524,Byron Mullens,1204200,2010,Power Forward and Center,13,6.5,1.8,24.0,1,0.0485442176870748
3525,Troy Murphy,11968253,2010,Power Forward,35,13.3,7.8,14.0,9,0.4824692567397329
3526,Eduardo Najera,3000000,2010,Power Forward and Small Forward,31,12.0,2.3,38.0,10,0.1209372637944066
3527,Steve Nash,10310938,2010,Point Guard,75,33.3,15.2,15.0,14,0.4156588762912572
3528,Jameer Nelson,7800000,2010,Point Guard,76,30.5,11.1,20.0,6,0.3144368858654573
3529,Joakim Noah,3128536,2010,Center,48,32.8,12.8,9.0,3,0.1261188611740992
3530,Steve Novak,384766,2010,Power Forward and Small Forward,30,7.2,11.4,32.0,4,0.0155108490803728
3531,Steve Novak,350179,2010,Power Forward and Small Forward,30,7.2,11.4,32.0,4,0.0155108490803728
3532,Dirk Nowitzki,17278618,2010,Power Forward and Center,73,34.3,16.9,9.0,12,0.6965429276895944
3533,Jermaine O'Neal,5765000,2010,Power Forward and Center,24,18.0,5.2,17.0,14,0.2324011085915847
3534,Lamar Odom,8200000,2010,Small Forward and Power Forward,82,32.2,14.3,4.0,11,0.3305618543713782
3535,Emeka Okafor,11495000,2010,Power Forward and Center,72,31.8,10.2,2.0,6,0.4633912824389015
3536,Mehmet Okur,9945000,2010,Power Forward and Center,13,13.0,7.1,37.0,9,0.4009070294784581
3537,Travis Outlaw,7000000,2010,Power Forward and Small Forward,82,28.8,6.2,23.0,7,0.2821869488536155
3538,Zaza Pachulia,4251250,2010,Center,79,15.7,7.6,42.0,7,0.1713781809019904
3539,Anthony Parker,2855700,2010,Shooting Guard and Small Forward,72,29.0,7.6,21.0,13,0.1151201814058957
3540,Tony Parker,13500000,2010,Point Guard,78,32.4,13.9,28.0,9,0.54421768707483
3541,Patrick Patterson,1823280,2010,Power Forward,52,16.7,10.8,14.0,0,0.0735008314436885
3542,Chris Paul,14940153,2010,Point Guard,80,36.0,16.9,4.0,5,0.6022737414965986
3543,Sasha Pavlovic,134863,2010,Small Forward and Shooting Guard,31,11.7,3.8,19.0,7,0.005436654069035
3544,Sasha Pavlovic,67432,2010,Small Forward and Shooting Guard,31,11.7,3.8,19.0,7,0.005436654069035
3545,Nikola Pekovic,4000000,2010,Center,65,13.7,4.9,31.0,2,0.1612496850592088
3546,Kendrick Perkins,4640208,2010,Center,29,25.6,7.4,27.0,7,0.1870580196523053
3547,Morris Peterson,6665000,2010,Small Forward and Shooting Guard,4,5.7,0.0,21.0,10,0.2686822877299067
3548,Johan Petro,3250000,2010,Center,77,11.6,5.8,25.0,5,0.1310153691106072
3549,Paul Pierce,13876321,2010,Shooting Guard and Small Forward,80,34.7,14.1,10.0,12,0.5593880977576215
3550,Mickael Pietrus,5300000,2010,Point Guard and Small Forward and Shooting Guard,57,19.4,6.7,11.0,7,0.2136558327034517
3551,Dexter Pittman,473604,2010,Center,2,5.6,-2.6,32.0,0,0.0190921239606953
3552,Quincy Pondexter,1073280,2010,Small Forward and Shooting Guard,66,11.1,5.4,26.0,0,0.0432665154950869
3553,James Posey,7148800,2010,Power Forward and Shooting Guard and Small Forward,49,17.1,6.3,18.0,11,0.2881854371378181
3554,Leon Powe,915852,2010,Small Forward and Power Forward and Center,30,10.9,7.2,49.0,4,0.0369202116402116
3555,Tayshaun Prince,11148760,2010,Small Forward,78,32.8,10.1,23.0,8,0.4494335097001763
3556,Joel Przybilla,7405300,2010,Center,36,14.4,4.9,9.0,10,0.2985255731922399
3557,Vladimir Radmanovic,6883800,2010,Small Forward and Power Forward,74,15.8,7.2,12.0,9,0.2775026455026455
3558,Anthony Randolph,1965720,2010,Power Forward and Center,40,14.7,11.0,14.0,2,0.079242932728647
3559,Zach Randolph,17666666,2010,Power Forward and Center,75,36.3,16.2,19.0,9,0.7121860821365583
3560,Andy Rautins,600000,2010,Shooting Guard,5,4.8,1.5,38.0,0,0.0241874527588813
3561,Michael Redd,18300000,2010,Shooting Guard and Small Forward,10,13.4,6.7,43.0,10,0.7377173091458806
3562,Jason Richardson,14444444,2010,Small Forward and Shooting Guard,80,33.9,9.6,5.0,9,0.5822905114638448
3563,Quentin Richardson,2265000,2010,Shooting Guard and Small Forward,57,16.8,6.5,18.0,10,0.091307634164777
3564,Luke Ridnour,4000000,2010,Point Guard and Shooting Guard,71,30.4,10.4,14.0,7,0.1612496850592088
3565,Nate Robinson,4200000,2010,Point Guard,59,17.2,6.9,21.0,5,0.1693121693121693
3566,Rajon Rondo,9090911,2010,Point Guard,68,37.2,13.1,21.0,4,0.3664766339128243
3567,Derrick Rose,5546160,2010,Point Guard,81,37.4,16.5,1.0,2,0.2235791383219954
3568,Brandon Roy,13520500,2010,Shooting Guard,47,27.9,9.5,6.0,4,0.5450440917107584
3569,Brandon Rush,2069049,2010,Shooting Guard and Small Forward,67,26.2,7.4,13.0,2,0.0834083749055177
3570,John Salmons,8000000,2010,Shooting Guard and Small Forward and Point Guard,73,35.0,9.7,26.0,8,0.3224993701184177
3571,Larry Sanders,1731960,2010,Power Forward and Center,60,14.5,6.0,15.0,0,0.0698195011337868
3572,Brian Scalabrine,1229255,2010,Power Forward and Center,18,4.9,2.2,34.0,9,0.0495542454018644
3573,Luis Scola,7775378,2010,Power Forward,74,32.6,12.5,55.0,8,0.3134443134290753
3574,Thabo Sefolosha,3250000,2010,Small Forward and Shooting Guard,79,25.9,6.9,13.0,4,0.1310153691106072
3575,Kevin Seraphin,1563120,2010,Power Forward and Center,58,10.9,2.4,17.0,0,0.0630131519274376
