,PLAYER,GP,MIN,PIE,Year,overall,yearsAfter
4474,Tony Wroten,35,7.8,4.9,2012,25.0,0
4475,Tornike Shengelia,19,4.9,5.3,2012,54.0,0
4476,Travis Outlaw,38,11.7,7.8,2012,23.0,9
4477,Trevor Ariza,56,26.3,11.8,2012,43.0,8
4478,Trevor Booker,48,18.5,9.1,2012,23.0,2
4479,Tristan Thompson,82,31.3,10.2,2012,4.0,1
4480,Troy Murphy,14,18.3,7.1,2012,14.0,11
4481,Ty Lawson,73,34.4,11.8,2012,18.0,3
4482,Tyler Hansbrough,81,16.9,10.9,2012,13.0,3
4483,Tyler Honeycutt,9,3.5,4.2,2012,35.0,1
4484,Tyler Zeller,77,26.4,6.4,2012,17.0,0
4485,Tyreke Evans,65,31.0,11.8,2012,4.0,3
4486,Tyrus Thomas,26,13.8,5.0,2012,4.0,6
4487,Tyshawn Taylor,38,5.8,2.8,2012,41.0,0
4488,Tyson Chandler,66,32.8,12.1,2012,2.0,11
4489,Victor Claver,49,16.6,4.0,2012,22.0,3
4490,Vince Carter,81,25.8,11.3,2012,5.0,14
4491,Vladimir Radmanovic,25,5.7,1.7,2012,12.0,11
4492,Wayne Ellington,78,21.3,8.8,2012,28.0,3
4493,Wesley Johnson,50,19.1,6.9,2012,4.0,2
4494,Will Barton,73,12.2,6.5,2012,40.0,0
4495,Willie Green,72,16.5,6.7,2012,41.0,9
4496,Wilson Chandler,43,25.1,10.6,2012,23.0,5
4497,Xavier Henry,50,12.5,3.9,2012,12.0,2
4498,Zach Randolph,76,34.3,13.9,2012,19.0,11
4499,Zaza Pachulia,52,21.8,9.2,2012,42.0,9
4500,AJ Price,28,3.5,9.0,2013,52.0,4
4501,Aaron Brooks,72,21.6,7.9,2013,26.0,6
4502,Aaron Gray,37,9.6,4.4,2013,49.0,6
4503,Al Harrington,34,15.0,6.1,2013,25.0,15
4504,Al Horford,29,33.0,15.3,2013,3.0,6
4505,Al Jefferson,73,35.0,17.0,2013,15.0,9
4506,Al-Farouq Aminu,80,25.6,9.3,2013,8.0,3
4507,Alec Burks,78,28.1,10.1,2013,12.0,2
4508,Alex Len,42,8.6,2.7,2013,5.0,0
4509,Alexis Ajinca,56,17.0,8.4,2013,20.0,5
4510,Allen Crabbe,15,6.7,4.2,2013,31.0,0
4511,Amar'e Stoudemire,65,22.6,12.0,2013,9.0,11
4512,Amir Johnson,77,28.8,10.0,2013,56.0,8
4513,Anderson Varejao,65,27.7,13.1,2013,30.0,9
4514,Andray Blatche,73,22.2,12.4,2013,49.0,8
4515,Andre Drummond,81,32.3,13.5,2013,9.0,1
4516,Andre Iguodala,63,32.4,9.9,2013,9.0,9
4517,Andre Miller,58,16.9,11.8,2013,8.0,14
4518,Andre Roberson,40,10.0,4.4,2013,26.0,0
4519,Andrea Bargnani,42,29.9,8.9,2013,1.0,7
4520,Andrei Kirilenko,45,19.1,7.9,2013,24.0,14
4521,Andrew Bogut,67,26.4,12.3,2013,1.0,8
4522,Andrew Bynum,26,19.8,10.2,2013,10.0,8
4523,Andrew Nicholson,76,15.4,7.0,2013,19.0,1
4524,Andris Biedrins,6,7.4,4.7,2013,11.0,9
4525,Antawn Jamison,22,11.3,6.4,2013,4.0,15
4526,Anthony Bennett,52,12.7,3.7,2013,1.0,0
4527,Anthony Davis,67,35.2,16.4,2013,1.0,1
4528,Anthony Randolph,43,12.3,9.1,2013,14.0,5
4529,Archie Goodwin,52,10.2,6.8,2013,29.0,0
4530,Arnett Moultrie,12,15.6,3.7,2013,27.0,1
4531,Arron Afflalo,73,35.0,10.6,2013,27.0,6
4532,Austin Daye,22,6.7,6.2,2013,15.0,4
4533,Austin Rivers,69,19.4,6.7,2013,10.0,1
4534,Avery Bradley,60,30.9,8.2,2013,19.0,3
4535,Ben Gordon,19,14.7,5.0,2013,3.0,9
4536,Ben McLemore,82,26.7,4.2,2013,7.0,0
4537,Beno Udrih,41,15.7,8.6,2013,28.0,9
4538,Bernard James,30,4.9,4.2,2013,33.0,1
4539,Bismack Biyombo,77,13.9,9.9,2013,7.0,2
4540,Blake Griffin,80,35.8,16.2,2013,1.0,4
4541,Boris Diaw,79,25.0,9.8,2013,21.0,10
4542,Bradley Beal,73,34.7,9.5,2013,3.0,1
4543,Brandan Wright,58,18.6,13.7,2013,8.0,6
4544,Brandon Bass,82,27.6,9.9,2013,33.0,8
4545,Brandon Jennings,80,34.1,10.0,2013,10.0,4
4546,Brandon Knight,72,33.3,11.1,2013,8.0,2
4547,Brandon Rush,38,11.0,3.1,2013,13.0,5
4548,Brook Lopez,17,31.4,15.3,2013,10.0,5
4549,Byron Mullens,45,9.2,7.5,2013,24.0,4
4550,CJ McCollum,38,12.5,5.4,2013,10.0,0
4551,CJ Miles,51,19.3,9.2,2013,34.0,8
4552,Carl Landry,18,12.9,7.9,2013,31.0,6
4553,Carlos Boozer,76,28.2,12.0,2013,34.0,11
4554,Carmelo Anthony,77,38.7,16.2,2013,3.0,10
4555,Caron Butler,56,25.3,8.6,2013,10.0,11
4556,Carrick Felix,7,5.4,8.7,2013,33.0,0
4557,Chandler Parsons,74,37.6,11.1,2013,38.0,2
4558,Channing Frye,82,28.2,8.2,2013,8.0,8
4559,Charlie Villanueva,20,9.0,8.1,2013,7.0,8
4560,Chase Budinger,41,18.3,6.6,2013,44.0,4
4561,Chauncey Billups,19,16.3,4.0,2013,3.0,16
4562,Chris Bosh,79,32.0,12.6,2013,4.0,10
4563,Chris Douglas-Roberts,49,20.7,8.2,2013,40.0,5
4564,Chris Kaman,39,18.9,12.1,2013,6.0,10
4565,Chris Paul,62,35.0,17.9,2013,4.0,8
4566,Chris Singleton,25,10.0,6.2,2013,18.0,2
4567,Cody Zeller,82,17.3,8.6,2013,4.0,0
4568,Cole Aldrich,46,7.2,13.7,2013,11.0,3
4569,Corey Brewer,81,32.2,6.6,2013,7.0,6
4570,Cory Joseph,68,13.8,8.8,2013,29.0,2
4571,Courtney Lee,79,25.0,9.4,2013,22.0,5
4572,D.J. Augustin,71,27.3,11.7,2013,9.0,5
4573,DJ White,2,5.1,1.8,2013,29.0,5
4574,Damian Lillard,82,35.8,11.7,2013,6.0,1
4575,Damion James,5,10.1,5.1,2013,24.0,3
4576,Daniel Orton,22,11.4,7.4,2013,29.0,3
4577,Danny Granger,41,20.7,8.3,2013,17.0,8
4578,Danny Green,68,24.3,9.1,2013,46.0,4
4579,Dante Cunningham,81,20.2,8.1,2013,33.0,4
4580,Darius Johnson-Odom,3,5.1,-32.8,2013,55.0,1
4581,Darius Miller,45,16.1,4.6,2013,46.0,1
4582,Darius Morris,27,11.6,6.5,2013,41.0,2
4583,Darrell Arthur,68,17.1,5.5,2013,27.0,5
4584,Darren Collison,80,25.9,10.8,2013,21.0,4
4585,David Lee,69,33.2,13.4,2013,30.0,8
4586,David West,80,30.9,13.9,2013,18.0,10
4587,DeAndre Jordan,82,35.0,12.1,2013,35.0,5
4588,DeAndre Liggins,1,1.4,16.1,2013,53.0,2
4589,DeJuan Blair,78,15.6,9.7,2013,37.0,4
4590,DeMar DeRozan,79,38.2,12.8,2013,9.0,4
4591,DeMarcus Cousins,71,32.4,18.2,2013,5.0,3
4592,DeMarre Carroll,73,32.1,9.1,2013,27.0,4
4593,Dennis Schroder,49,13.1,4.7,2013,17.0,0
4594,Derek Fisher,81,17.6,6.3,2013,24.0,17
4595,Deron Williams,64,32.2,11.7,2013,3.0,8
4596,Derrick Favors,73,30.2,11.8,2013,3.0,3
4597,Derrick Rose,10,31.1,7.3,2013,1.0,5
4598,Derrick Williams,78,23.3,8.0,2013,2.0,2
4599,Devin Harris,40,20.4,9.8,2013,5.0,9
4600,Dexter Pittman,2,1.5,-150.0,2013,32.0,3
4601,Dion Waiters,70,29.6,9.1,2013,4.0,1
4602,Dirk Nowitzki,80,32.9,16.1,2013,9.0,15
4603,Donatas Motiejunas,62,15.4,6.8,2013,20.0,2
4604,Dorell Wright,68,14.5,9.0,2013,19.0,9
4605,Doron Lamb,53,13.1,4.7,2013,42.0,1
4606,Draymond Green,82,21.9,9.0,2013,35.0,1
4607,Drew Gooden,22,18.0,12.7,2013,4.0,11
4608,Dwight Howard,71,33.8,14.6,2013,1.0,9
4609,Dwyane Wade,54,32.9,14.4,2013,5.0,10
4610,E'Twaun Moore,79,19.1,7.4,2013,55.0,2
4611,Earl Clark,54,14.2,6.3,2013,14.0,4
4612,Earl Watson,24,6.7,0.0,2013,39.0,12
4613,Ed Davis,63,15.2,10.4,2013,13.0,3
4614,Ekpe Udoh,42,19.1,3.5,2013,6.0,3
4615,Elliot Williams,67,17.3,5.5,2013,22.0,3
4616,Elton Brand,73,19.4,8.8,2013,1.0,14
4617,Enes Freedom,80,26.7,10.1,2013,3.0,2
4618,Eric Bledsoe,43,32.9,14.1,2013,18.0,3
4619,Eric Gordon,64,32.1,8.9,2013,7.0,5
4620,Eric Maynor,31,10.5,5.8,2013,20.0,4
4621,Erik Murphy,24,2.6,-1.1,2013,49.0,0
4622,Ersan Ilyasova,55,26.9,9.7,2013,36.0,8
4623,Evan Fournier,76,19.8,6.9,2013,20.0,1
4624,Evan Turner,81,30.3,9.3,2013,2.0,3
4625,Francisco Garcia,55,19.7,5.4,2013,23.0,8
4626,George Hill,76,32.0,10.1,2013,26.0,5
4627,Gerald Green,82,28.4,9.7,2013,18.0,8
4628,Gerald Henderson,77,32.0,9.2,2013,12.0,4
4629,Gerald Wallace,58,24.4,8.1,2013,25.0,12
4630,Giannis Antetokounmpo,77,24.6,7.3,2013,15.0,0
4631,Glen Davis,68,24.4,8.4,2013,35.0,6
4632,Glen Rice,11,9.9,6.3,2013,35.0,0
4633,Goran Dragic,76,35.1,13.4,2013,45.0,5
4634,Gordon Hayward,77,36.4,11.2,2013,9.0,3
4635,Gorgui Dieng,60,13.6,11.1,2013,21.0,0
4636,Greg Monroe,82,32.8,11.8,2013,7.0,3
4637,Greg Oden,23,9.2,3.9,2013,1.0,6
4638,Greivis Vasquez,79,22.5,10.8,2013,28.0,3
4639,Hamady Ndiaye,14,5.3,0.7,2013,56.0,3
4640,Harrison Barnes,78,28.3,6.7,2013,7.0,1
4641,Hasheem Thabeet,23,8.4,-0.5,2013,2.0,4
4642,Hedo Turkoglu,38,10.3,8.5,2013,16.0,13
4643,Hilton Armstrong,15,6.4,12.3,2013,12.0,7
4644,Ian Mahinmi,77,16.2,4.5,2013,28.0,8
4645,Iman Shumpert,74,26.5,6.1,2013,17.0,2
4646,Isaiah Canaan,22,11.5,4.5,2013,34.0,0
4647,Isaiah Thomas,72,34.7,13.6,2013,60.0,2
4648,JJ Hickson,69,26.9,11.3,2013,19.0,5
4649,JJ Redick,35,28.2,9.9,2013,11.0,7
4650,JR Smith,74,32.7,9.1,2013,18.0,9
4651,JaVale McGee,5,15.9,2.6,2013,18.0,5
4652,Jae Crowder,78,16.1,7.7,2013,34.0,1
4653,Jamaal Franklin,21,7.7,2.7,2013,41.0,0
4654,Jamaal Tinsley,8,13.8,3.0,2013,27.0,12
4655,Jamal Crawford,69,30.4,11.1,2013,8.0,13
4656,Jameer Nelson,68,32.0,9.7,2013,20.0,9
4657,James Anderson,80,28.9,7.2,2013,20.0,3
4658,James Harden,73,38.0,15.6,2013,3.0,4
4659,James Johnson,52,18.4,11.5,2013,16.0,4
4660,James Jones,20,11.8,10.4,2013,49.0,10
4661,Jan Vesely,54,14.4,6.7,2013,6.0,2
4662,Jared Cunningham,13,6.2,2.8,2013,24.0,1
4663,Jared Dudley,74,23.4,5.3,2013,22.0,6
4664,Jared Sullinger,74,27.6,10.4,2013,21.0,1
4665,Jarrett Jack,80,28.2,8.6,2013,22.0,8
4666,Jarvis Varnado,24,14.1,6.2,2013,41.0,3
4667,Jason Collins,22,7.8,0.3,2013,18.0,12
4668,Jason Maxiell,34,14.4,4.2,2013,26.0,8
4669,Jason Smith,31,26.8,7.1,2013,20.0,6
4670,Jason Terry,35,16.3,4.7,2013,10.0,14
4671,Jason Thompson,82,24.5,7.3,2013,12.0,5
4672,Jeff Ayres,73,13.0,6.8,2013,31.0,4
4673,Jeff Green,82,34.2,8.9,2013,5.0,6
4674,Jeff Teague,79,32.2,11.8,2013,19.0,4
4675,Jeff Withey,58,11.8,8.9,2013,39.0,0
4676,Jeffery Taylor,26,24.2,2.9,2013,31.0,1
4677,Jeremy Evans,66,18.3,10.2,2013,55.0,3
4678,Jeremy Lamb,78,19.7,9.4,2013,12.0,1
4679,Jeremy Tyler,41,9.7,6.9,2013,39.0,2
4680,Jermaine O'Neal,44,20.1,10.0,2013,17.0,17
4681,Jerryd Bayless,72,23.4,7.5,2013,11.0,5
4682,Jimmer Fredette,49,10.6,11.2,2013,10.0,2
4683,Jimmy Butler,67,38.7,9.5,2013,30.0,2
4684,Joakim Noah,80,35.2,15.6,2013,9.0,6
4685,Jodie Meeks,77,33.2,8.7,2013,41.0,4
4686,Joe Johnson,79,32.6,10.6,2013,10.0,12
4687,Joel Freeland,52,14.0,7.1,2013,30.0,7
4688,John Henson,70,26.5,11.8,2013,14.0,1
4689,John Jenkins,13,12.1,4.4,2013,23.0,1
4690,John Salmons,78,22.1,5.6,2013,26.0,11
4691,John Wall,82,36.3,13.5,2013,1.0,3
4692,Jon Leuer,49,13.1,11.9,2013,40.0,2
4693,Jonas Jerebko,64,11.6,9.5,2013,39.0,4
4694,Jonas Valanciunas,81,28.2,11.3,2013,5.0,2
4695,Jordan Crawford,81,23.0,10.4,2013,27.0,3
4696,Jordan Farmar,41,22.3,10.3,2013,26.0,7
4697,Jordan Hamilton,60,17.0,9.5,2013,26.0,2
4698,Jordan Hill,72,20.8,12.9,2013,8.0,4
4699,Josh Childress,4,6.0,4.2,2013,6.0,9
4700,Josh Harrellson,32,9.9,8.3,2013,45.0,2
4701,Josh McRoberts,78,30.3,9.7,2013,37.0,6
4702,Josh Smith,77,35.5,9.0,2013,17.0,9
4703,Jrue Holiday,34,33.6,11.4,2013,17.0,4
4704,Justin Hamilton,8,9.0,5.1,2013,45.0,1
4705,Kawhi Leonard,66,29.1,13.2,2013,15.0,2
4706,Keith Bogans,6,9.2,9.5,2013,43.0,10
4707,Kelly Olynyk,70,20.0,9.0,2013,13.0,0
4708,Kemba Walker,73,35.8,12.3,2013,9.0,2
4709,Kendall Marshall,54,29.0,9.5,2013,13.0,1
4710,Kendrick Perkins,62,19.5,4.2,2013,27.0,10
4711,Kenneth Faried,80,27.2,12.6,2013,22.0,2
4712,Kentavious Caldwell-Pope,80,19.8,5.0,2013,8.0,0
4713,Kenyon Martin,32,19.8,8.1,2013,1.0,13
4714,Kevin Durant,81,38.5,20.6,2013,2.0,6
4715,Kevin Love,77,36.3,19.1,2013,5.0,5
4716,Kevin Martin,68,32.0,9.6,2013,26.0,9
4717,Kevin Seraphin,53,10.9,7.3,2013,17.0,3
4718,Khris Middleton,82,30.0,7.9,2013,39.0,1
4719,Kirk Hinrich,73,29.0,7.6,2013,7.0,10
4720,Klay Thompson,81,35.4,8.4,2013,11.0,2
4721,Kobe Bryant,6,29.5,9.7,2013,13.0,17
4722,Kosta Koufos,80,16.9,10.4,2013,23.0,5
4723,Kris Humphries,69,19.9,13.2,2013,14.0,9
4724,Kyle Korver,71,33.9,9.4,2013,51.0,10
4725,Kyle Lowry,79,36.2,13.8,2013,24.0,7
4726,Kyle O'Quinn,69,17.2,11.0,2013,49.0,1
4727,Kyle Singler,82,28.5,6.5,2013,33.0,2
4728,Kyrie Irving,71,35.2,13.0,2013,1.0,2
4729,LaMarcus Aldridge,69,36.2,15.5,2013,2.0,7
4730,Lance Stephenson,78,35.3,12.7,2013,40.0,3
4731,Landry Fields,30,10.7,6.6,2013,39.0,3
4732,Larry Sanders,23,25.4,8.4,2013,15.0,3
4733,Lavoy Allen,65,16.5,8.7,2013,50.0,2
4734,LeBron James,77,37.7,20.0,2013,1.0,10
4735,Leandro Barbosa,20,18.4,8.7,2013,28.0,10
4736,Lorenzo Brown,26,8.6,6.3,2013,52.0,0
4737,Lou Williams,60,24.1,9.6,2013,45.0,8
4738,Luc Mbah a Moute,64,15.7,5.4,2013,37.0,5
4739,Luis Scola,82,17.1,11.5,2013,55.0,11
4740,Luke Babbitt,27,17.5,7.2,2013,16.0,3
4741,Luke Ridnour,61,18.7,6.3,2013,14.0,10
4742,Luol Deng,63,35.1,10.7,2013,7.0,9
4743,Manu Ginobili,68,22.8,13.2,2013,57.0,14
4744,MarShon Brooks,35,9.0,10.8,2013,25.0,2
4745,Marc Gasol,59,33.4,13.1,2013,48.0,6
4746,Marcin Gortat,81,32.8,12.5,2013,57.0,8
4747,Marco Belinelli,80,25.2,10.0,2013,18.0,6
4748,Marcus Morris Sr.,82,21.9,9.6,2013,14.0,2
4749,Marcus Thornton,72,24.2,7.4,2019,45.0,4
4750,Mario Chalmers,73,29.8,8.5,2013,34.0,5
4751,Markieff Morris,81,26.6,12.2,2013,13.0,2
4752,Marquis Teague,40,11.1,3.1,2013,29.0,1
4753,Marreese Speights,79,12.4,10.3,2013,16.0,5
4754,Martell Webster,78,27.7,7.4,2013,6.0,8
4755,Marvin Williams,66,25.4,8.8,2013,2.0,8
4756,Mason Plumlee,70,18.2,11.4,2013,22.0,0
4757,Matt Barnes,63,27.5,7.6,2013,45.0,11
4758,Matt Bonner,61,11.3,8.4,2013,45.0,10
4759,Maurice Harkless,80,24.4,7.1,2013,15.0,1
4760,Melvin Ely,2,13.6,-0.4,2013,12.0,11
4761,Metta World Peace,29,13.4,6.7,2013,16.0,14
4762,Meyers Leonard,40,8.9,6.3,2013,11.0,1
4763,Michael Beasley,55,15.1,10.8,2013,2.0,5
4764,Michael Carter-Williams,70,34.5,10.4,2013,11.0,0
4765,Michael Kidd-Gilchrist,62,24.2,7.5,2013,2.0,1
4766,Mike Conley,73,33.5,13.0,2013,4.0,6
4767,Mike Dunleavy,82,31.5,9.6,2013,3.0,11
4768,Mike Miller,82,20.8,9.2,2013,5.0,13
4769,Mike Muscala,20,10.7,6.5,2013,44.0,0
4770,Mike Scott,80,18.5,10.4,2013,43.0,1
4771,Miles Plumlee,80,24.5,10.1,2013,26.0,1
4772,Mo Williams,74,24.8,7.5,2013,47.0,10
4773,Monta Ellis,82,36.9,10.6,2013,40.0,8
4774,Nando De Colo,47,10.5,9.2,2013,53.0,4
4775,Nate Robinson,44,19.7,10.7,2013,21.0,8
4776,Nate Wolters,58,22.6,9.3,2013,38.0,0
4777,Nazr Mohammed,80,7.0,8.1,2013,29.0,15
4778,Nemanja Nedovic,24,5.9,-1.3,2013,30.0,0
4779,Nene,53,29.4,10.8,2013,7.0,11
4780,Nick Calathes,71,16.5,9.3,2013,45.0,4
4781,Nick Collison,81,16.7,7.3,2013,12.0,10
4782,Nick Young,64,28.3,9.2,2013,16.0,6
4783,Nicolas Batum,82,36.0,11.8,2013,25.0,5
4784,Nikola Pekovic,54,30.8,12.5,2013,31.0,5
4785,Nikola Vucevic,57,31.8,13.4,2013,16.0,2
4786,Norris Cole,82,24.6,6.2,2013,28.0,2
4787,O.J. Mayo,52,25.9,7.4,2013,3.0,5
4788,Ognjen Kuzmic,21,4.4,-1.0,2013,52.0,1
4789,Omer Asik,48,20.2,10.9,2013,36.0,5
4790,Omri Casspi,71,18.1,9.5,2013,23.0,4
4791,Orlando Johnson,45,8.7,5.1,2013,36.0,1
4792,Otto Porter Jr.,37,8.6,4.6,2013,3.0,0
4793,P.J. Tucker,81,30.7,8.8,2013,35.0,7
4794,Patrick Beverley,56,31.3,7.0,2013,42.0,4
4795,Patrick Patterson,65,23.6,9.5,2013,14.0,3
4796,Patty Mills,81,18.9,12.0,2013,55.0,4
4797,Pau Gasol,60,31.4,13.6,2013,3.0,12
4798,Paul George,80,36.2,15.7,2013,10.0,3
4799,Paul Millsap,74,33.5,13.5,2013,47.0,7
4800,Paul Pierce,75,28.0,12.0,2013,10.0,15
4801,Perry Jones III,62,12.3,6.6,2013,28.0,1
4802,Peyton Siva,24,9.3,3.3,2013,56.0,0
4803,Quincy Acy,63,13.5,6.3,2013,37.0,1
4804,Quincy Miller,52,15.2,5.2,2013,38.0,1
4805,Quincy Pondexter,15,18.0,6.0,2013,26.0,3
4806,Rajon Rondo,30,33.3,12.4,2013,21.0,7
4807,Ramon Sessions,83,26.7,11.4,2013,56.0,6
4808,Randy Foye,81,30.7,8.3,2013,7.0,7
4809,Rashard Lewis,60,16.2,6.4,2013,32.0,15
4810,Rasual Butler,50,7.6,7.9,2013,52.0,11
4811,Ray Allen,73,26.5,9.1,2013,5.0,17
4812,Ray McCallum,45,19.9,6.3,2013,36.0,0
4813,Raymond Felton,65,31.0,8.2,2013,5.0,8
4814,Reggie Bullock,43,9.2,5.5,2013,25.0,0
4815,Reggie Jackson,80,28.5,11.5,2013,24.0,2
4816,Richard Jefferson,82,27.0,7.3,2013,13.0,12
4817,Ricky Ledo,11,3.0,7.4,2013,43.0,0
4818,Ricky Rubio,82,32.2,10.5,2013,5.0,4
4819,Robbie Hummel,53,12.4,7.2,2013,58.0,1
4820,Robert Sacre,65,16.8,7.0,2013,60.0,1
4821,Robin Lopez,82,31.8,10.2,2013,15.0,5
4822,Rodney Stuckey,73,26.7,8.7,2013,15.0,6
4823,Roger Mason Jr.,25,10.4,4.6,2013,30.0,11
4824,Ronnie Brewer,24,6.7,2.7,2013,14.0,7
4825,Ronny Turiaf,31,19.5,8.9,2013,37.0,8
4826,Roy Hibbert,81,29.7,8.0,2013,17.0,5
4827,Royal Ivey,2,2.4,-30.8,2013,37.0,9
4828,Royce White,3,3.0,-7.4,2013,16.0,1
4829,Rudy Gay,73,34.7,12.4,2013,8.0,7
4830,Rudy Gobert,45,9.6,9.0,2013,27.0,0
4831,Russell Westbrook,46,30.7,16.1,2013,4.0,5
4832,Ryan Anderson,22,36.1,10.1,2013,21.0,5
4833,Ryan Gomes,5,6.9,0.0,2013,50.0,8
4834,Ryan Hollins,61,7.9,6.0,2013,50.0,7
4835,Ryan Kelly,59,22.2,7.2,2013,48.0,0
4836,Samuel Dalembert,80,20.2,10.1,2013,26.0,12
4837,Sasha Vujacic,2,5.2,4.5,2013,27.0,9
4838,Serge Ibaka,81,32.9,12.4,2013,24.0,5
4839,Sergey Karasev,22,7.1,1.0,2013,19.0,0
4840,Shabazz Muhammad,37,7.8,8.0,2013,14.0,0
4841,Shane Battier,73,20.1,4.3,2013,6.0,12
4842,Shane Larkin,48,10.2,5.3,2013,18.0,0
4843,Shannon Brown,29,8.7,2.4,2013,25.0,7
4844,Shaun Livingston,76,26.0,9.9,2013,4.0,9
4845,Shawn Marion,76,31.7,9.3,2013,9.0,14
4846,Shawne Williams,36,20.9,6.6,2013,17.0,7
4847,Shelvin Mack,73,20.4,9.6,2013,34.0,2
4848,Solomon Hill,28,8.1,6.6,2013,23.0,0
4849,Solomon Jones,11,7.7,1.6,2013,33.0,7
4850,Spencer Hawes,80,30.9,11.1,2013,10.0,6
4851,Stephen Curry,78,36.5,16.4,2013,7.0,4
4852,Stephen Jackson,9,11.9,-1.1,2013,42.0,16
4853,Steve Blake,55,27.2,8.8,2013,38.0,10
4854,Steve Nash,15,20.8,9.0,2013,15.0,17
4855,Steve Novak,54,10.0,7.1,2013,32.0,7
4856,Steven Adams,81,14.8,5.2,2013,12.0,0
4857,Taj Gibson,82,28.7,11.7,2013,26.0,4
4858,Tayshaun Prince,76,25.6,6.5,2013,23.0,11
4859,Terrence Jones,76,27.3,12.2,2013,18.0,1
4860,Terrence Ross,81,26.7,7.5,2013,8.0,1
4861,Thabo Sefolosha,61,26.0,6.9,2013,13.0,7
4862,Thaddeus Young,79,34.4,10.1,2013,12.0,6
4863,Thomas Robinson,70,12.5,9.2,2013,5.0,1
4864,Tiago Splitter,59,21.5,11.1,2013,28.0,6
4865,Tim Duncan,74,29.2,15.4,2013,1.0,16
4866,Tim Hardaway Jr.,81,23.2,7.3,2013,24.0,0
4867,Tobias Harris,61,30.3,11.6,2013,19.0,2
4868,Toney Douglas,51,13.2,5.7,2013,29.0,4
4869,Tony Allen,55,23.2,9.2,2013,25.0,9
4870,Tony Mitchell,3,3.3,16.3,2013,37.0,0
4871,Tony Mitchell,21,3.8,9.8,2013,37.0,0
4872,Tony Parker,68,29.4,12.9,2013,28.0,12
4873,Tony Snell,77,16.0,5.8,2013,20.0,0
4874,Tony Wroten,72,24.5,8.3,2013,25.0,1
4875,Tornike Shengelia,26,6.0,1.9,2013,54.0,1
4876,Travis Outlaw,63,16.9,7.1,2013,23.0,10
4877,Trevor Ariza,77,35.4,10.7,2013,43.0,9
4878,Trevor Booker,72,21.6,9.0,2013,23.0,3
4879,Trey Burke,70,32.3,8.3,2013,9.0,0
4880,Tristan Thompson,82,31.6,9.8,2013,4.0,2
4881,Ty Lawson,62,35.8,13.0,2013,18.0,4
4882,Tyler Hansbrough,64,15.3,9.0,2013,13.0,4
4883,Tyler Zeller,70,15.0,9.9,2013,17.0,1
4884,Tyreke Evans,72,28.2,12.8,2013,4.0,4
4885,Tyshawn Taylor,23,11.7,2.7,2013,41.0,1
4886,Tyson Chandler,55,30.2,11.3,2013,2.0,12
4887,Victor Claver,21,8.7,7.2,2013,22.0,4
4888,Victor Oladipo,80,31.1,9.7,2013,2.0,0
4889,Vince Carter,81,24.4,9.8,2013,5.0,15
4890,Wayne Ellington,45,8.7,6.8,2013,28.0,4
4891,Wesley Johnson,79,28.4,6.6,2013,4.0,3
4892,Will Barton,41,9.4,10.7,2013,40.0,1
4893,Willie Green,55,15.8,4.2,2013,41.0,10
4894,Wilson Chandler,62,31.1,7.7,2013,23.0,6
4895,Xavier Henry,43,21.1,7.2,2013,12.0,3
4896,Zach Randolph,79,34.2,12.8,2013,19.0,12
4897,Zaza Pachulia,53,25.0,9.0,2013,42.0,10
4898,AJ Price,26,12.4,8.9,2014,52.0,5
4899,Aaron Brooks,82,23.0,9.2,2014,26.0,7
4900,Aaron Gordon,47,17.0,7.4,2014,4.0,0
4901,Adreian Payne,32,23.1,4.7,2014,15.0,0
4902,Al Horford,76,30.5,14.5,2014,3.0,7
4903,Al Jefferson,65,30.6,14.2,2014,15.0,10
4904,Al-Farouq Aminu,74,18.5,9.1,2014,8.0,4
4905,Alec Burks,27,33.3,8.3,2014,12.0,3
4906,Alex Len,69,22.0,8.4,2014,5.0,1
4907,Alexis Ajinca,68,14.1,13.4,2014,20.0,6
4908,Allen Crabbe,51,13.4,5.1,2014,31.0,1
4909,Amar'e Stoudemire,59,21.1,13.1,2014,9.0,12
4910,Amir Johnson,75,26.4,9.3,2014,56.0,9
4911,Anderson Varejao,26,24.4,11.2,2014,30.0,10
4912,Andre Drummond,82,30.5,12.5,2014,9.0,2
4913,Andre Iguodala,77,26.9,9.0,2014,9.0,10
4914,Andre Miller,81,15.5,10.5,2014,8.0,15
4915,Andre Roberson,67,19.2,6.0,2014,26.0,1
4916,Andrea Bargnani,29,27.1,10.9,2014,1.0,8
4917,Andrei Kirilenko,7,5.2,3.0,2014,24.0,15
4918,Andrew Bogut,67,23.6,11.3,2014,1.0,9
4919,Andrew Nicholson,40,12.3,6.7,2014,19.0,2
4920,Andrew Wiggins,82,36.2,8.1,2014,1.0,0
4921,Anthony Bennett,57,15.7,7.9,2014,1.0,1
4922,Anthony Davis,68,36.1,19.2,2014,1.0,2
4923,Archie Goodwin,41,13.0,6.5,2014,29.0,1
4924,Arron Afflalo,78,32.1,6.8,2014,27.0,7
4925,Austin Daye,34,10.1,6.6,2014,15.0,5
4926,Austin Rivers,76,20.6,6.4,2014,10.0,2
4927,Avery Bradley,77,31.5,7.1,2014,19.0,4
4928,Ben Gordon,56,14.1,7.3,2014,3.0,10
4929,Ben McLemore,82,32.6,6.4,2014,7.0,1
4930,Beno Udrih,79,18.9,11.2,2014,28.0,10
